Post,Labels Set,Dataset,Processed_Post
महाराष्ट्राच्या तत्कालिन मुख्यमंत्र्यांनी १ ऑगस्ट २०१९ साली केंद्र सरकारला हा डेटा उपलब्ध करावा अशी मागणी करणारे पत्र लिहिले होते. हा डेटा ८ आठवड्यांच्या मुदतीत सर्वोच्च न्यायालयात सादर करणे आवश्यक होते. परंतु केंद्र सरकारने याला प्रतिसाद दिला नाही.,0,hate_bin_train,महाराष्ट्राच्या तत्कालिन मुख्यमंत्र्यांनी १ ऑगस्ट २०१९ साली केंद्र सरकारला हा डेटा उपलब्ध करावा अशी मागणी करणारे पत्र लिहिले होते हा डेटा ८ आठवड्यांच्या मुदतीत सर्वोच्च न्यायालयात सादर करणे आवश्यक होते परंतु केंद्र सरकारने याला प्रतिसाद दिला नाही
"तुझ्या बायकोला बहिणीला गरोदर करतो मग तुला कळल काय आहे ते, शाबुळ्या.",1,hate_bin_train,तुझ्या बायकोला बहिणीला गरोदर करतो मग तुला कळल काय आहे ते शाबुळ्या
लहान मुलांच्या खाण्यातील साखरेचं प्रमाण गरजेपेक्षा वाढलं असल्याचं दिसून येत आहे... #sweet #food #diet   https://t.co/GhWkz1rJ6z,0,hate_bin_train,लहान मुलांच्या खाण्यातील साखरेचं प्रमाण गरजेपेक्षा वाढलं असल्याचं दिसून येत आहे
... भोसडीच्या भक्ताडांनो... कुठे फेडाल हे पाप... https://t.co/7AFxpnqJSj,1,hate_bin_train,भोसडीच्या भक्ताडांनो कुठे फेडाल हे पाप
@VikasDe90360343 जेंव्हा पासून हे महा भकास सरकार आलंय तेंव्हा पासून महाराष्ट्राची अधोगती सुरू झाली आहे 🤦,1,hate_bin_train,जेंव्हा पासून हे महा भकास सरकार आलंय तेंव्हा पासून महाराष्ट्राची अधोगती सुरू झाली आहे
@pudharionline कमी वयात कष्ट आणि कर भरून उभे केलेले 'सद्गुरु' कुल बंद पाड़ायचा प्लान आहे का?,0,hate_bin_train,कमी वयात कष्ट आणि कर भरून उभे केलेले सद्गुरु कुल बंद पाड़ायचा प्लान आहे का
"@misalpaao @SaurabhBG आणि तू भाडखाऊ इटालिचा चाटू आणि बारामतीचा झटू., घे घालून बारामतीचा तुझ्या xxx च्या xxx आणि तू घे लवड्या xxxx",1,hate_bin_train,आणि तू भाडखाऊ इटालिचा चाटू आणि बारामतीचा झटू घे घालून बारामतीचा तुझ्या च्या आणि तू घे लवड्या
"*जेव्हा माणसाची योग्यता व हेतूचा प्रामाणिकपणा सिद्ध होतो,* *तेव्हा त्याचे शत्रूदेखील त्याचा सन्मान करू लागतात,* *प्रेम करणारी माणसं या जगात खूप भेटतात,* *पण समजून घेणारी आणि समजून सांगणारी व्यक्ती भेटायला भाग्य लागतं…*",0,hate_bin_train,जेव्हा माणसाची योग्यता व हेतूचा प्रामाणिकपणा सिद्ध होतो तेव्हा त्याचे शत्रूदेखील त्याचा सन्मान करू लागतात प्रेम करणारी माणसं या जगात खूप भेटतात पण समजून घेणारी आणि समजून सांगणारी व्यक्ती भेटायला भाग्य लागतं
🔥 *समता स्पोर्टस् क्लबच्या माध्यमातून भरविण्यात आलेल्या धावण्याच्या स्पर्धा कौतुकास्पद - ससाणे* | https://t.co/X8b8NN198J,0,hate_bin_train,समता स्पोर्टस् क्लबच्या माध्यमातून भरविण्यात आलेल्या धावण्याच्या स्पर्धा कौतुकास्पद ससाणे
कोरची तालुक्यातील मरदिनटोला जंगलात गडचिरोली पोलिसांच्या सी ६० पथकाच्या जवानांनी शनिवारी १३ नोव्हेंबर रोजी २६ नक्षलवाद्यांना कंठस्नान घातले आहे. गडचिरोली पोलिस आणि सी ६० जवानांचं मनापासून अभिनंदन. पोलिसांच्या गुप्तचर यंत्रणेचं देखील हे मोठं यश आहे.,0,hate_bin_train,कोरची तालुक्यातील मरदिनटोला जंगलात गडचिरोली पोलिसांच्या सी ६० पथकाच्या जवानांनी शनिवारी १३ नोव्हेंबर रोजी २६ नक्षलवाद्यांना कंठस्नान घातले आहे गडचिरोली पोलिस आणि सी ६० जवानांचं मनापासून अभिनंदन पोलिसांच्या गुप्तचर यंत्रणेचं देखील हे मोठं यश आहे
@Avadhutwaghbjp तू कंगाणाची लयच बाजु घेतोय कंगाणाने पुच्ची चाटायला दिलीय का?,1,hate_bin_train,तू कंगाणाची लयच बाजु घेतोय कंगाणाने पुच्ची चाटायला दिलीय का
@C_JackMh26 बैलपोळा पण म्हणतात😂🤣😂,0,hate_bin_train,बैलपोळा पण म्हणतात
पुन्हा विद्यार्थ्यांच्या मागणीला मान देऊन ओमिक्रोन आलाय 😂 https://t.co/RZCENWmhtt,0,hate_bin_train,पुन्हा विद्यार्थ्यांच्या मागणीला मान देऊन ओमिक्रोन आलाय
@mataonline @RajThackeray @mnsadhikrut @OfficeofUT त्यांना कंगना ने सांगितले असेल तुम्ही आता काहीही बोलू नका आणि महाराष्ट्राच्या नावाने ओरडणारे हे सगळे महाराष्ट्राचे गद्दार आणि *****चोद आहेत,1,hate_bin_train,त्यांना कंगना ने सांगितले असेल तुम्ही आता काहीही बोलू नका आणि महाराष्ट्राच्या नावाने ओरडणारे हे सगळे महाराष्ट्राचे गद्दार आणि चोद आहेत
"३) स्कार्फ, बुरखा, बुर्किनी आणि लिपस्टिक - अलका गाडगीळ https://t.co/bIywE1EeZg ४) तरंग अंतरंग - पर्यावरणाच्या प्रश्नांचं अचूक भान जागवणारं पुस्तक - वर्षा गजेन्द्रगडकर https://t.co/sQn474dVcr ५) रॉनी स्क्रूवाला नावाचा कल्ट - अमोल उदगीरकर https://t.co/CIlkerJohi",0,hate_bin_train,३ स्कार्फ बुरखा बुर्किनी आणि लिपस्टिक अलका गाडगीळ ४ तरंग अंतरंग पर्यावरणाच्या प्रश्नांचं अचूक भान जागवणारं पुस्तक वर्षा गजेन्द्रगडकर ५ रॉनी स्क्रूवाला नावाचा कल्ट अमोल उदगीरकर
"@Anuj_Speaks27 @archu2306 मीम मध्ये जो अभिनेता एकदम अळणी, पांचट पाचकळ, नेभळट, शेळपट,बसक्या आवाजात ,सदाशिव पिठी स्वरात जे डायलॉग मारतो.. कदाचित तू सुद्धा तसा
नसावा...🤣😂😂",1,hate_bin_train,मीम मध्ये जो अभिनेता एकदम अळणी पांचट पाचकळ नेभळट शेळपटबसक्या आवाजात सदाशिव पिठी स्वरात जे डायलॉग मारतो कदाचित तू सुद्धा तसा नसावा
@abpmajhatv ज्याला वाटतंय लसीकरणपुरेसे नाही त्याच्या गांडित पुन्हा लस टोचा . https://t.co/NLFjBDchwd,1,hate_bin_train,ज्याला वाटतंय लसीकरणपुरेसे नाही त्याच्या गांडित पुन्हा लस टोचा
यावेळी देहू नगरपंचायतीच्या नवनिर्वाचित नगरसेवकांचा सत्कारही केला. राष्ट्रवादी काँग्रेस पार्टीच्या यशासाठी काम करणाऱ्या पदाधिकारी व कार्यकर्त्यांचाही यावेळी सन्मान केला.  https://t.co/VMbzDcMKXZ,0,hate_bin_train,यावेळी देहू नगरपंचायतीच्या नवनिर्वाचित नगरसेवकांचा सत्कारही केला राष्ट्रवादी काँग्रेस पार्टीच्या यशासाठी काम करणाऱ्या पदाधिकारी व कार्यकर्त्यांचाही यावेळी सन्मान केला
पाकिस्तानची आवस्था आज फडणवीस सरकार सारखी झाली आहे...  सगळ्या मॅच झिंकून पण फायनल ला नाही😂😂  #PAKVSAUS,0,hate_bin_train,पाकिस्तानची आवस्था आज फडणवीस सरकार सारखी झाली आहे सगळ्या मॅच झिंकून पण फायनल ला नाही
अमरावती मध्ये मुस्लिम संघटनांनी केलेल्या दंगलीची व पोलीस हिंदुत्ववाद्यांची चौकशीच्या नावाखाली करीत असलेल्या अत्याचारांची उच्च न्यायालयाच्या न्यायाधीशा मार्फत चौकशी करावी अशी मागणी महामहिम राज्यपालांना केली #hinduvirodhimva  https://t.co/SAI5YmR5VD,0,hate_bin_train,अमरावती मध्ये मुस्लिम संघटनांनी केलेल्या दंगलीची व पोलीस हिंदुत्ववाद्यांची चौकशीच्या नावाखाली करीत असलेल्या अत्याचारांची उच्च न्यायालयाच्या न्यायाधीशा मार्फत चौकशी करावी अशी मागणी महामहिम राज्यपालांना केली
@abpmajhatv मिस गाईड करूनका लोकांना 150 हा सर्विस चार्ज आहे लशी ची किंमत नाही. @TV9Marathi तुम्ही पण,0,hate_bin_train,मिस गाईड करूनका लोकांना हा सर्विस चार्ज आहे लशी ची किंमत नाही तुम्ही पण
मोदी शेठला 🔔 पण फरक नाय पडत.. पण तुमच्या तीन चाकी रिक्षा मधुन ज्या मंत्रीची औकात नाही त्याने जरी सरकार मधून बाहेर पडण्याची धमकी दिली तर तुमच्या गोट्या कपाळात जातात.. https://t.co/0O9kwopOyx,1,hate_bin_train,मोदी शेठला पण फरक नाय पडत पण तुमच्या तीन चाकी रिक्षा मधुन ज्या मंत्रीची औकात नाही त्याने जरी सरकार मधून बाहेर पडण्याची धमकी दिली तर तुमच्या गोट्या कपाळात जातात
@ToMiNvhech @kolhapuri09 @Late_Night1991 Hahahaha hahahaha hahahaha आरं मग खुळ्या लवड्याच्या असं बोल की. आणि तू बापाला झवायला कधीपासून शिकवायला लागलास??? म्हणजे आपण सगळेच कोल्हापूरचे! चला कोणत्यातरी पुणेकरला शिव्या घालू. 😂😂😂,1,hate_bin_train,आरं मग खुळ्या लवड्याच्या असं बोल की आणि तू बापाला झवायला कधीपासून शिकवायला लागलास म्हणजे आपण सगळेच कोल्हापूरचे चला कोणत्यातरी पुणेकरला शिव्या घालू
Zee news मराठी #BJP4UP यांच्या मनन्यानुसार चीन भारताचा पाऊस चोरणार अस त्यांचं म्हणणं आहे जर अस झालं असत तर उद्या तुमचे होणारे मूल पण चोरणार अस का बरं सांगत नाही हे भाडं खाऊ साले जनतेला च्युतया समजते का मना bjp वाले भाडं खाऊ साले,1,hate_bin_train,मराठी यांच्या मनन्यानुसार चीन भारताचा पाऊस चोरणार अस त्यांचं म्हणणं आहे जर अस झालं असत तर उद्या तुमचे होणारे मूल पण चोरणार अस का बरं सांगत नाही हे भाडं खाऊ साले जनतेला च्युतया समजते का मना वाले भाडं खाऊ साले
"@pooja2577 @narendramodi @AmitShah @SudipJadhavBJP @DineshNarwade6 @sameerlaxmanbh1 झकास संदेश!  खरोखरीच एक-मेकांशी जुळववून घेण्याच्या बाबतीत आदर्श जोडी आहे या दोन्ही व्यक्तींची! देव त्यांची मैत्री अशीच कायम ठेवो, आणि त्यांच्या सेवेचा भारतमातेला समृद्ध ठेवण्यास उपयोग होवो!",0,hate_bin_train,झकास संदेश खरोखरीच एकमेकांशी जुळववून घेण्याच्या बाबतीत आदर्श जोडी आहे या दोन्ही व्यक्तींची देव त्यांची मैत्री अशीच कायम ठेवो आणि त्यांच्या सेवेचा भारतमातेला समृद्ध ठेवण्यास उपयोग होवो
अन्वयार्थ : चिनी कायद्याचा कावा https://t.co/hipRauRQl1 चीनच्या तथाकथित ‘पीपल्स पार्लमेंट’मार्फत कायदे करून साहसवादाला नवे वळण देण्याचा चीनचा हा कावा आपण वेळीच ओळखला हे योग्यच. @girishkuber,0,hate_bin_train,अन्वयार्थ चिनी कायद्याचा कावा चीनच्या तथाकथित पीपल्स पार्लमेंटमार्फत कायदे करून साहसवादाला नवे वळण देण्याचा चीनचा हा कावा आपण वेळीच ओळखला हे योग्यच
मी लिहिले काँग्रेसविरोधात.... मी लिहितो भाजपविरोधात.... अनुभव घड्याळाच्या काट्यालाही आला.... धनुष्य बाणालाही आला.... इंजिन ही सोडले नाही.... वंचित वंचित राहिला नाही.... पण पटले जे मनाला.... ते सांगितले जनाला....,0,hate_bin_train,मी लिहिले काँग्रेसविरोधात मी लिहितो भाजपविरोधात अनुभव घड्याळाच्या काट्यालाही आला धनुष्य बाणालाही आला इंजिन ही सोडले नाही वंचित वंचित राहिला नाही पण पटले जे मनाला ते सांगितले जनाला
@abpmajhatv TRP माझा (ठाकरे राऊत पवार) आज महाराष्ट्रात महिला वर रोज अन्याय अत्याचार होत आहे शेतकरी गरीब विद्यार्थी एसटी कर्मचारी आत्महत्या करत आहे मलिक आव्हाड देशमुख मुंडे परब मुश्रीफ या मंत्र्यांचे उद्योग 22 महिने घरात असलेले मुख्यमंत्री पवार कुटुंबाचा जातीवाद यावर बनवा स्टोरी दम असेल तर,0,hate_bin_train,माझा ठाकरे राऊत पवार आज महाराष्ट्रात महिला वर रोज अन्याय अत्याचार होत आहे शेतकरी गरीब विद्यार्थी एसटी कर्मचारी आत्महत्या करत आहे मलिक आव्हाड देशमुख मुंडे परब मुश्रीफ या मंत्र्यांचे उद्योग महिने घरात असलेले मुख्यमंत्री पवार कुटुंबाचा जातीवाद यावर बनवा स्टोरी दम असेल तर
"कामं आकर्षक झाली पाहिजेत, चांगल्या संकल्पनाकाराकडून कामं करून घ्यावीत. सर्व कामं अर्थसंकल्पित करून घ्यावीत, नियमात बसवून आणि ठराव करूनच कामं करावीत, निधीची आवश्यकता असेल तर पुरवण्या मागण्या सादर कराव्यात, अशा सूचना केल्या.",0,hate_bin_train,कामं आकर्षक झाली पाहिजेत चांगल्या संकल्पनाकाराकडून कामं करून घ्यावीत सर्व कामं अर्थसंकल्पित करून घ्यावीत नियमात बसवून आणि ठराव करूनच कामं करावीत निधीची आवश्यकता असेल तर पुरवण्या मागण्या सादर कराव्यात अशा सूचना केल्या
@NiteshNRane बिनडोक राणेचं कारट,1,hate_bin_train,बिनडोक राणेचं कारट
"दत्ताभाऊ हे शेती, सहकाराचा दांडगा अनुभव असलेले, प्रामाणिक, मितभाषी आणि संयमी व्यक्तीमत्व! भाऊंच्या मनामध्ये देशप्रेमाची प्रचंड धग होती. राष्ट्रसेवा दलाची शिकवणीमुळे ते गोवा मुक्ती संग्राम, संयुक्त महाराष्ट्र चळवळीकडे ओढले गेले. मी सुरू केलेल्या शेतकरी दिंडीतही ते सामील झाले होते.",0,hate_bin_train,दत्ताभाऊ हे शेती सहकाराचा दांडगा अनुभव असलेले प्रामाणिक मितभाषी आणि संयमी व्यक्तीमत्व भाऊंच्या मनामध्ये देशप्रेमाची प्रचंड धग होती राष्ट्रसेवा दलाची शिकवणीमुळे ते गोवा मुक्ती संग्राम संयुक्त महाराष्ट्र चळवळीकडे ओढले गेले मी सुरू केलेल्या शेतकरी दिंडीतही ते सामील झाले होते
@AUThackeray सुप्रिया सुळे मॅडम म्हणलं होतं महापोर्टल बंद करून नोकर भरती लवकरात लवकर चालू करा पण तेही आश्वासन पाच महिने उलटून गेले काय झक मारून रालका सरकार माफ करा असले शब्द वापरतात साडेबारा लाख विद्यार्थ्यांचे भविष्य तुम्ही धोक्यात टाकला तुमचा तर जमल कारण तुमचे वडील मुख्यमंत्री,1,hate_bin_train,सुप्रिया सुळे मॅडम म्हणलं होतं महापोर्टल बंद करून नोकर भरती लवकरात लवकर चालू करा पण तेही आश्वासन पाच महिने उलटून गेले काय झक मारून रालका सरकार माफ करा असले शब्द वापरतात साडेबारा लाख विद्यार्थ्यांचे भविष्य तुम्ही धोक्यात टाकला तुमचा तर जमल कारण तुमचे वडील मुख्यमंत्री
"@abpmajhatv काय कर त्यावर एक चित्रपट बनव...... "" वो 26 दिन"" चुतीया कुठलं🤣🤣🤣👆",1,hate_bin_train,काय कर त्यावर एक चित्रपट बनव वो दिन चुतीया कुठलं
#IPL2022 : या खेळाडूला खरेदी करण्यासाठी संघामध्ये लागली होती चुरस...   https://t.co/fWJt1OPi6J,0,hate_bin_train,या खेळाडूला खरेदी करण्यासाठी संघामध्ये लागली होती चुरस
जाती जातीत लागलीयत भांडणं तेवढं पुरे नाहीये म्हणून गावागावात लावायचीयत का,1,hate_bin_train,जाती जातीत लागलीयत भांडणं तेवढं पुरे नाहीये म्हणून गावागावात लावायचीयत का
"मतदान हे पवित्र आणि राष्ट्रीय कर्तव्य, मतदानाचा हक्क बजावण्यासाठी आलो गोव्यात, प्रत्येकाने आपला मतदानाचा हक्क नक्की बजावा, हिमाचल प्रदेशचे राज्यपाल राजेंद्र आर्लेकरांचे गोंयकारांना आवाहन #GoaElections2022 #AssemblyElections2022  #Goa #MarathiNews @rajendraarlekar  https://t.co/EZ0PW0RefB",0,hate_bin_train,मतदान हे पवित्र आणि राष्ट्रीय कर्तव्य मतदानाचा हक्क बजावण्यासाठी आलो गोव्यात प्रत्येकाने आपला मतदानाचा हक्क नक्की बजावा हिमाचल प्रदेशचे राज्यपाल राजेंद्र आर्लेकरांचे गोंयकारांना आवाहन
@TejasYMarathe @exmodiandhbakt @abpmajhatv माझी शिवसैनिकांना एक विनंती आहे 💯  भाजपाई गांडूंच्या नादी लागण्यापेक्षा शिवसेना वाढीसाठी प्रयत्न करा....  भगवा घराघरात पोहोचला पाहिजे 💯🚩⛳  जय महाराष्ट्र 🏹🚩,0,hate_bin_train,माझी शिवसैनिकांना एक विनंती आहे भाजपाई गांडूंच्या नादी लागण्यापेक्षा शिवसेना वाढीसाठी प्रयत्न करा भगवा घराघरात पोहोचला पाहिजे जय महाराष्ट्र
"मनुस्मृती मधील जाचक नियम सगळ्यांसाठी होते,पण संविधान मात्र खास‌ एका समाजासाठी आहे . वाह रे!",0,hate_bin_train,मनुस्मृती मधील जाचक नियम सगळ्यांसाठी होतेपण संविधान मात्र खास एका समाजासाठी आहे वाह रे
@SiddhiTheHindu हिन्दू चे कर्तव्य आहे अल्पसंख्यक सारखे 100/ मतदान करून राजकीय शक्ति देने,0,hate_bin_train,हिन्दू चे कर्तव्य आहे अल्पसंख्यक सारखे मतदान करून राजकीय शक्ति देने
"जग कपटी लोकांच आहे जे तुम्हाला शिकवतात की, चांगुलपणा कधी कधी घरी सोडून आलेला बरा असतो तो त्याचा समोर काहीच कामाचा नसतो ☘️ #म #मराठि #आयुष्य",0,hate_bin_train,जग कपटी लोकांच आहे जे तुम्हाला शिकवतात की चांगुलपणा कधी कधी घरी सोडून आलेला बरा असतो तो त्याचा समोर काहीच कामाचा नसतो म मराठि आयुष्य
महाराष्ट्रातील भाडखाऊ जनता पार्टीचा जाहीर निषेध,1,hate_bin_train,महाराष्ट्रातील भाडखाऊ जनता पार्टीचा जाहीर निषेध
@the_donwoodward @Akhilgoud567 @CricCrazyJohns पळ बुल्ल्या.,1,hate_bin_train,पळ बुल्ल्या
"नगर सिव्हिल अग्निकांड : परिचारिकांच्या आंदोलनाला पाठिंबा वाढला, दिला ‘ हा ‘ इशारा https://t.co/Kf4m1EVXz0",1,hate_bin_train,नगर सिव्हिल अग्निकांड परिचारिकांच्या आंदोलनाला पाठिंबा वाढला दिला हा इशारा
@pritesh4532 @IndologyMemes हुतीया ऐवजी छपरी हा शब्द वापरण्यात यावा -आदेशावरून,1,hate_bin_train,हुतीया ऐवजी छपरी हा शब्द वापरण्यात यावा आदेशावरून
तू तर निववळ पाकीट पत्रकार रे तू ना काँग्रेस जॉईन कर असली फालतु कुत्रकारिता करून खरी पत्रकारितेला कलंक लावू नकोस,1,hate_bin_train,तू तर निववळ पाकीट पत्रकार रे तू ना काँग्रेस जॉईन कर असली फालतु कुत्रकारिता करून खरी पत्रकारितेला कलंक लावू नकोस
"वर्तमान पत्र विनोदी आहे, बोर झालं होतं खपा साठी चांगला बिनोद करता राव तुम्ही",0,hate_bin_train,वर्तमान पत्र विनोदी आहे बोर झालं होतं खपा साठी चांगला बिनोद करता राव तुम्ही
#Shinnova चिक तिची भूमिका चोख बजावते! इतके धाडसी आणि इतके वाईट गांड! #HickupsAndHookupsOutNow https://t.co/lJ3gBBLNB1,1,hate_bin_train,चिक तिची भूमिका चोख बजावते इतके धाडसी आणि इतके वाईट गांड
"@BhaiJagtap1 बाई पातळी सोड पण इतकी ही सोडू नको कि लोक जाहीर शिव्या घालतील तुला, मिठी बाई छब्बु छत्रे आवर तुझे बायले चाळे 😠😠😠",1,hate_bin_train,बाई पातळी सोड पण इतकी ही सोडू नको कि लोक जाहीर शिव्या घालतील तुला मिठी बाई छब्बु छत्रे आवर तुझे बायले चाळे
@ICICILombard #मादरचोद कंपनी #StopTheClaimPassingExcuse #हरामखोर कंपनी #मादरचोद कंपनी #StopTheClaimPassingExcuse #हरामखोर कंपनी #मादरचोद कंपनी #StopTheClaimPassingExcuse #हरामखोर कंपनी https://t.co/Rx4dUiCRHN,1,hate_bin_train,मादरचोद कंपनी हरामखोर कंपनी मादरचोद कंपनी हरामखोर कंपनी मादरचोद कंपनी हरामखोर कंपनी
"#वानखेडे वरचे लक्ष हटवण्यासाठी आता भाजपचे बिनकामाचे,#बोलघेवडे,#गटारहुंगे,#लाचखोर,#निलंबित,शिंदुर्गाच्या #कोंबड्या आता रोज पत्रकार परिषदा घेणार!",1,hate_bin_train,वानखेडे वरचे लक्ष हटवण्यासाठी आता भाजपचे बिनकामाचेबोलघेवडेगटारहुंगेलाचखोरनिलंबितशिंदुर्गाच्या कोंबड्या आता रोज पत्रकार परिषदा घेणार
@parthajitpawar @PCcityPolice @pcmcindiagovin सदैव जनतेच्या हितासाठी उभे राहणारे! आमचे दैवत युवा नेते पार्थदादा पवार❣️,0,hate_bin_train,सदैव जनतेच्या हितासाठी उभे राहणारे आमचे दैवत युवा नेते पार्थदादा पवार
"@sonujatt009 @Awhadspeaks @nawabmalikncp अय हींदि कुत्र्या, तुला मराठी नकोय तर दुर्लक्ष कर",1,hate_bin_train,अय हींदि कुत्र्या तुला मराठी नकोय तर दुर्लक्ष कर
"कारण सगळे निर्माते आणि महाराष्ट्रातील थिएटर आम्ही हिंदी वाल्याना मिळवून देणार. कितीही नाटकाचा आणि अभिनयाचा अनुभव असलेला, उच्च दर्जा असलेले कलाकार हिंदी मध्ये घरगडी, लाचखोर पोलीस आणि फालतू पात्र करू देत. 👽👽👽👽👽👽",1,hate_bin_train,कारण सगळे निर्माते आणि महाराष्ट्रातील थिएटर आम्ही हिंदी वाल्याना मिळवून देणार कितीही नाटकाचा आणि अभिनयाचा अनुभव असलेला उच्च दर्जा असलेले कलाकार हिंदी मध्ये घरगडी लाचखोर पोलीस आणि फालतू पात्र करू देत
रुतुजा स्वभावाने चांगली आनी निर्मल आहे मग ती सुंदर कशी?,0,hate_bin_train,रुतुजा स्वभावाने चांगली आनी निर्मल आहे मग ती सुंदर कशी
नीच नालायक बिनडोक लोकांचे अतिशय मूर्खपणाचे निर्णय,1,hate_bin_train,नीच नालायक बिनडोक लोकांचे अतिशय मूर्खपणाचे निर्णय
'हिटलर सेना पर थुकता है भारत'🤬 भिकेत मिळाले सरकार आणि आपला फावडा लाचार. महाराष्ट्राला कोरोना चे राजधानी करून दाखवले साधू हत्यारांना बेलवर सोडून दाखवले कंगनाची प्रॉपर्टी तोडून दाखवले रिटायर्ड army officerla मारून दाखवले दिशा आणि ssr हत्याकांड घडवून दाखवले #IsupportArnabgoswami,1,hate_bin_train,हिटलर सेना पर थुकता है भारत भिकेत मिळाले सरकार आणि आपला फावडा लाचार महाराष्ट्राला कोरोना चे राजधानी करून दाखवले साधू हत्यारांना बेलवर सोडून दाखवले कंगनाची प्रॉपर्टी तोडून दाखवले रिटायर्ड मारून दाखवले दिशा आणि हत्याकांड घडवून दाखवले
सगळ्या प्रश्नांसाठी ऑप्शन द्यायची गरज आहे का @NANA_PATOLE ? तुम्हांला लाज वाटत असेल उत्तर द्यायची तर देशात कोणाही शेंबड्या पोराला विचारून पहा. आणि हो... 'अन्न' खात चला अधून मधून. सूक्ष्मजीव आहेत प्राण्यांच्या विष्ठांचं विघटन करायला. कशाला निसर्ग चक्र बिघडवताय..?,1,hate_bin_train,सगळ्या प्रश्नांसाठी ऑप्शन द्यायची गरज आहे का तुम्हांला लाज वाटत असेल उत्तर द्यायची तर देशात कोणाही शेंबड्या पोराला विचारून पहा आणि हो अन्न खात चला अधून मधून सूक्ष्मजीव आहेत प्राण्यांच्या विष्ठांचं विघटन करायला कशाला निसर्ग चक्र बिघडवताय
@JaiHindNamo हिंदी का राष्ट्र भाषा आहे का झवन्या,1,hate_bin_train,हिंदी का राष्ट्र भाषा आहे का झवन्या
आम्ही enforcement directorate ED चालूच केले नसते तर तुम्ही वापरच करू शकले नसते .,0,hate_bin_train,आम्ही चालूच केले नसते तर तुम्ही वापरच करू शकले नसते
@Nildreams90 @RRPSpeaks @satyajeettambe @RealBacchuKadu @supriya_sule @bharanemamaNCP @satejp चुतीया लोकांना कशाला tag केले. तेच वसुली मध्ये वाटणी मागत असतात.,1,hate_bin_train,चुतीया लोकांना कशाला केले तेच वसुली मध्ये वाटणी मागत असतात
"""पाळी आली की त्यांना खूप वाईट वाटतं. ते दहा दिवस माझ्याशी बोलतच नाहीत. मॅडम, मला दिवस जातील, असं काहीतरी करा."" #repost   https://t.co/GGyWdfNtxW",0,hate_bin_train,पाळी आली की त्यांना खूप वाईट वाटतं ते दहा दिवस माझ्याशी बोलतच नाहीत मॅडम मला दिवस जातील असं काहीतरी करा
"निरव मोदी, माल्या ह्यांच्यासारख्या ना कोणी पाठवल रे सोन्या?? त्यांना का नाही आणत?? तुमचा रिपब्लिकन चा भुकणारा कुत्रा तो का नाही येत महाराष्ट्रात.. आणि राहिली बात राणे ची तो तर दूध पिणारा साप आहे",1,hate_bin_train,निरव मोदी माल्या ह्यांच्यासारख्या ना कोणी पाठवल रे सोन्या त्यांना का नाही आणत तुमचा रिपब्लिकन चा भुकणारा कुत्रा तो का नाही येत महाराष्ट्रात आणि राहिली बात राणे ची तो तर दूध पिणारा साप आहे
"एकही मंदसैनिक किंवा opposition ,कुत्रकार उत्तर देणार नाही की, Wuhan चा virus shanghai-बीजिंगला पोचला नाही पण मुबंई तुन virus इस्लामपूर सांगलीला कसा आला? राज्याच्या गृहमंत्र्यांनी इस्लामपूर पोलीसाना look out चे आदेश का दिले नाहीत? तहान लागल्यावर विहीर खोदण्यात काही अर्थ नाही",1,hate_bin_train,एकही मंदसैनिक किंवा कुत्रकार उत्तर देणार नाही की चा बीजिंगला पोचला नाही पण मुबंई तुन इस्लामपूर सांगलीला कसा आला राज्याच्या गृहमंत्र्यांनी इस्लामपूर पोलीसाना चे आदेश का दिले नाहीत तहान लागल्यावर विहीर खोदण्यात काही अर्थ नाही
"@sanjaykumthek10 नाटकं आहेत... अख्ख्या दुनियेला माहिती पडलंय संघोट्यांचा ड्रामा, षडयंत्र व कारनामे. युपी च्या निवडणुकीसाठी बहाना हवानं रडगाण्यासाठी.मागच्या वेळी खोटनाटा पुलवामा घडवला,आता हिन्दू मुस्लिम जुळुन येत नाहिये.",0,hate_bin_train,नाटकं आहेत अख्ख्या दुनियेला माहिती पडलंय संघोट्यांचा ड्रामा षडयंत्र व कारनामे युपी च्या निवडणुकीसाठी बहाना हवानं रडगाण्यासाठीमागच्या वेळी खोटनाटा पुलवामा घडवलाआता हिन्दू मुस्लिम जुळुन येत नाहिये
"आरोग्य सेतू अ‍ॅप यूजर्ससाठी आनंदाची बातमी, एका क्लिकवर ही सुविधा  #AarogyaSetu  #AarogyaSetuApp    https://t.co/YGIHimWkIN",0,hate_bin_train,आरोग्य सेतू अॅप यूजर्ससाठी आनंदाची बातमी एका क्लिकवर ही सुविधा
