Post,Labels Set,Dataset,Processed_Post
இதே குடும்ப ஆட்சி தமிழ்நாட்டை பொய்ப்பிரச்சாரம் செய்து சூறையாடிக்கொண்டிருக்கின்றது. இனியாவது தமிழ்நாட்டு மக்கள் சிந்தித்து செயலாற்றவேண்டும்,0,tamil_dataset,இதே குடும்ப ஆட்சி தமிழ்நாட்டை பொய்ப்பிரச்சாரம் செய்து சூறையாடிக்கொண்டிருக்கின்றது. இனியாவது தமிழ்நாட்டு மக்கள் சிந்தித்து செயலாற்றவேண்டும்
நாம் தமிழர்,0,tamil_dataset,நாம் தமிழர்
Podi. Mooditu,1,tamil_dataset,Podi. Mooditu
அந்த மனசு தான்யா கடவுள்,0,tamil_dataset,அந்த மனசு தான்யா கடவுள்
"சென்னிலா நல்லா பேசுறீங்க, அழகா இருக்கிறீரங்க ,நல்ல சமூக  அக்கறையிருக்கு, நல்லா வருவீங்க கவலைவேண்டாம்.இறைவன் அருள்புரிவார்.",0,tamil_dataset,"சென்னிலா நல்லா பேசுறீங்க, அழகா இருக்கிறீரங்க ,நல்ல சமூக அக்கறையிருக்கு, நல்லா வருவீங்க கவலைவேண்டாம்.இறைவன் அருள்புரிவார்."
சமூகம் சார்ந்த கருத்துக்களையும் உண்மையையும் பகிர்ந்து விதம் அருமை..வாழ்த்துசகோதரி..,0,tamil_dataset,சமூகம் சார்ந்த கருத்துக்களையும் உண்மையையும் பகிர்ந்து விதம் அருமை..வாழ்த்துசகோதரி..
Fools alone will depend upon God and priests for solving any problem. There's no God. No God can save the world or stop a revolution.,0,tamil_dataset,Fools alone will depend upon God and priests for solving any problem. There's no God. No God can save the world or stop a revolution.
ஏன் டா ஒரு திருநங்கை மனச பிராங்க் என்ற பேருல புண் படுத்துறீங்க.,0,tamil_dataset,ஏன் டா ஒரு திருநங்கை மனச பிராங்க் என்ற பேருல புண் படுத்துறீங்க.
மாலினி அக்கா சூப்பர்,0,tamil_dataset,மாலினி அக்கா சூப்பர்
கண்கள் கலங்கி விட்டது..,0,tamil_dataset,கண்கள் கலங்கி விட்டது..
அந்த அக்காவுக்கு எதேனும் வேறு தொழிலுக்கு ஏற்பாடு செய்தால் நன்றாக இருக்கும். இந்த விடியோ பார்ப்பவர்களில் இயன்றவர்கள் செய்யலாம்.,0,tamil_dataset,அந்த அக்காவுக்கு எதேனும் வேறு தொழிலுக்கு ஏற்பாடு செய்தால் நன்றாக இருக்கும். இந்த விடியோ பார்ப்பவர்களில் இயன்றவர்கள் செய்யலாம்.
ராஜ ،(பக்) ஷே அழிவு காலம்,0,tamil_dataset,ராஜ ،(பக்) ஷே அழிவு காலம்
நாட்டில் என்ன நடந்தாலும் எப்பவுமே தமிழனை அடிமையாக பார்ப்பதில் இவர்கள் சிறந்தவர்கள்,1,tamil_dataset,நாட்டில் என்ன நடந்தாலும் எப்பவுமே தமிழனை அடிமையாக பார்ப்பதில் இவர்கள் சிறந்தவர்கள்
9. தேவியலா கோல்லணூம்,1,tamil_dataset,9. தேவியலா கோல்லணூம்
தவறு,0,tamil_dataset,தவறு
weird தமிழன் போடா டேய் அப்படி தப்பா நெனச்சாதான் அவன் நார்மல் மனுசன் மனுசன் தப்பா நெனைக்கணும்  அதுதான் தனிமனித கட்டுபாடு கட்டுப்பாடு இல்லாத வாழ்க்கை குப்பைக்கு சமம் ஓரின சேர்க்கை தவறு நீதிமன்ற தீர்ப்புனால எல்லாம் தப்பா போயிட்டிருக்கு இப்போ கள்ள உறவு தப்பு இல்லையாம் அப்போ அதுக்க பெயரமட்டும் கள்ள உறவுண்ணு ஏன் வைத்தார்கள் என்று தெரியவில்லை,1,tamil_dataset,weird தமிழன் போடா டேய் அப்படி தப்பா நெனச்சாதான் அவன் நார்மல் மனுசன் மனுசன் தப்பா நெனைக்கணும் அதுதான் தனிமனித கட்டுபாடு கட்டுப்பாடு இல்லாத வாழ்க்கை குப்பைக்கு சமம் ஓரின சேர்க்கை தவறு நீதிமன்ற தீர்ப்புனால எல்லாம் தப்பா போயிட்டிருக்கு இப்போ கள்ள உறவு தப்பு இல்லையாம் அப்போ அதுக்க பெயரமட்டும் கள்ள உறவுண்ணு ஏன் வைத்தார்கள் என்று தெரியவில்லை
ஆமாட தம்பி நீ ஏன் மீடு கேள்ஸ் கூட போராட்டம் பண்ண போன.,0,tamil_dataset,ஆமாட தம்பி நீ ஏன் மீடு கேள்ஸ் கூட போராட்டம் பண்ண போன.
"தன் பால் ஈர்ப்பு இயற்கை.  அதைத் தடுக்கக்கூடாது என்பது மிகவும் அபத்தமானது.  அது இயற்கையானது இல்லை என்பதால் யோக்கியமற்றது.  இவர்கள் கூறும் ஒற்றைச் சொல் ‘எங்களுடைய தனிப்பட்ட உணர்வு”.  ஒரு குறிப்பிட்ட மக்களுடைய இயற்கைக்கு மாறுபட்ட உணர்வு சரி என்பதை ஏற்றுக்கொள்வது தவறு.  குடித்து குடும்பத்தை அழிப்பவன், பல பெண்களுடன்/ஆண்களுடன் கள்ள உறவு கொள்ளுபவர்கள், கொலை செய்பவர்கள், கொள்ளையடிப்பவர்கள் போன்ற சமூக விரோதிகளும் இது எங்கள் உணர்வு சம்பந்தப்பட்டது என்று எளிதாக சொல்லலாம்.  அதை ஏற்றுக்கொள்ள முடியுமா?  திருட வேண்டும் என்ற உணர்வு இயற்கையானதுதானே.. பல பேருடன் உறவு கொள்ளத்துடிப்பது இயற்கையானதுதானே.. பெற்றோரை கவனிக்க விரும்பாத உணர்வும் இயற்கைத்தானே.. அதையும் இனி தவறு இல்லை என்று சட்டம் இயற்றி அதற்கு வக்காலத்து வாங்குமா இந்த அரசு?",1,tamil_dataset,"தன் பால் ஈர்ப்பு இயற்கை. அதைத் தடுக்கக்கூடாது என்பது மிகவும் அபத்தமானது. அது இயற்கையானது இல்லை என்பதால் யோக்கியமற்றது. இவர்கள் கூறும் ஒற்றைச் சொல் ‘எங்களுடைய தனிப்பட்ட உணர்வு”. ஒரு குறிப்பிட்ட மக்களுடைய இயற்கைக்கு மாறுபட்ட உணர்வு சரி என்பதை ஏற்றுக்கொள்வது தவறு. குடித்து குடும்பத்தை அழிப்பவன், பல பெண்களுடன்/ஆண்களுடன் கள்ள உறவு கொள்ளுபவர்கள், கொலை செய்பவர்கள், கொள்ளையடிப்பவர்கள் போன்ற சமூக விரோதிகளும் இது எங்கள் உணர்வு சம்பந்தப்பட்டது என்று எளிதாக சொல்லலாம். அதை ஏற்றுக்கொள்ள முடியுமா? திருட வேண்டும் என்ற உணர்வு இயற்கையானதுதானே.. பல பேருடன் உறவு கொள்ளத்துடிப்பது இயற்கையானதுதானே.. பெற்றோரை கவனிக்க விரும்பாத உணர்வும் இயற்கைத்தானே.. அதையும் இனி தவறு இல்லை என்று சட்டம் இயற்றி அதற்கு வக்காலத்து வாங்குமா இந்த அரசு?"
valila poida vanm sutha kilipanukl,1,tamil_dataset,valila poida vanm sutha kilipanukl
திருநங்கைகளின் கஷ்டத்தை நீங்கள் சொன்னீர்கள் i like you 👌🙏,0,tamil_dataset,திருநங்கைகளின் கஷ்டத்தை நீங்கள் சொன்னீர்கள் i like you 
இந்த தொவடியா தெல்ல தாங்கல,1,tamil_dataset,இந்த தொவடியா தெல்ல தாங்கல
"இதுங்கள உள்ளே தூக்கி போட்டு மிதிக்கனும்.,..",1,tamil_dataset,"இதுங்கள உள்ளே தூக்கி போட்டு மிதிக்கனும்.,.."
"News nalla analys panni poduga  chumma vaiku vandhdhu ellam podama arakuraya therinjukondu poi kara pirachana pannavugala podhumakkal
Adithapiraguthan mahinda padhavi vilaginan chumma puluvikitu vigadan",0,tamil_dataset,News nalla analys panni poduga chumma vaiku vandhdhu ellam podama arakuraya therinjukondu poi kara pirachana pannavugala podhumakkal Adithapiraguthan mahinda padhavi vilaginan chumma puluvikitu vigadan
Actually கள்ளகாதல் குறையும்,0,tamil_dataset,Actually கள்ளகாதல் குறையும்
unku hindi theriyum sari ahh potta mathri makkal ah emmathitu iruka..nee enna pundaiku solra hindi vena nu enaku venuma vena na sollanum punda.beef sapdatha sonna na ena sapdanum nu solra na ithum venum,1,tamil_dataset,unku hindi theriyum sari ahh potta mathri makkal ah emmathitu iruka..nee enna pundaiku solra hindi vena nu enaku venuma vena na sollanum punda.beef sapdatha sonna na ena sapdanum nu solra na ithum venum
அருமை கருத்து பதிவு தோழா,0,tamil_dataset,அருமை கருத்து பதிவு தோழா
"நீங்க இன்னைக்கு ஓரினச் சேர்க்கையை ஆதரிச்சா,  நாளைக்கு குடும்ப உறவுகள் கண்டிப்பாக சிதைக்கப்பட்டு யார் யாரு கூட வேணுனாலும் Sex வச்சுக்கலாங்கிற நெலமை கண்டிப்பாக உருவாகும்.; ; நான் விரும்பிய தோழன் கூட Sex வச்சுக்கிறேன்னு ஒருத்தன் விரும்பி தொடர்ந்து ஓரினச்சேர்க்கையில் மூழ்கிப் போவான்.; ; ஒருத்தன் இன்னொருத்தன் கூட ஹோமோசெக்ஸ் வச்சுக்க அனுமதிச்சா, ஒரு நாள் அவன் தன் வீட்டில் யாருடன் வேண்டுமானாலும் தைரியமாக ஹோமோசெக்ஸ் வச்சிக்க துணிவான்.;   இப்போ இங்க அப்பா,அண்ணன், தம்பி னு எதுவும் கண்ணுக்கு தென்படாது. அடுத்த தான் பெற்றவள் கூட செக்ஸ் வைப்பதை கூட Freedom of sex னு சொல்லிட்டு செக்ஸ் வச்சிப்பான்....;    இதுல உறவுகள் சிதைஞ்சிரும்.உறவுகள் சிதைஞ்சா உணர்வுகள் செத்து போய்ரும்.உணர்வுகள் செத்துப் போய் காம உணர்ச்சி தலை தூக்கி செக்ஸுக்கா யாரை வேணுனாலும் கொல்லும் நிலை கண்டிப்பா வரும்",1,tamil_dataset,"நீங்க இன்னைக்கு ஓரினச் சேர்க்கையை ஆதரிச்சா, நாளைக்கு குடும்ப உறவுகள் கண்டிப்பாக சிதைக்கப்பட்டு யார் யாரு கூட வேணுனாலும் Sex வச்சுக்கலாங்கிற நெலமை கண்டிப்பாக உருவாகும்.; ; நான் விரும்பிய தோழன் கூட Sex வச்சுக்கிறேன்னு ஒருத்தன் விரும்பி தொடர்ந்து ஓரினச்சேர்க்கையில் மூழ்கிப் போவான்.; ; ஒருத்தன் இன்னொருத்தன் கூட ஹோமோசெக்ஸ் வச்சுக்க அனுமதிச்சா, ஒரு நாள் அவன் தன் வீட்டில் யாருடன் வேண்டுமானாலும் தைரியமாக ஹோமோசெக்ஸ் வச்சிக்க துணிவான்.; இப்போ இங்க அப்பா,அண்ணன், தம்பி னு எதுவும் கண்ணுக்கு தென்படாது. அடுத்த தான் பெற்றவள் கூட செக்ஸ் வைப்பதை கூட Freedom of sex னு சொல்லிட்டு செக்ஸ் வச்சிப்பான்....; இதுல உறவுகள் சிதைஞ்சிரும்.உறவுகள் சிதைஞ்சா உணர்வுகள் செத்து போய்ரும்.உணர்வுகள் செத்துப் போய் காம உணர்ச்சி தலை தூக்கி செக்ஸுக்கா யாரை வேணுனாலும் கொல்லும் நிலை கண்டிப்பா வரும்"
நீ பெண்ண இல்லை ஆணா.,1,tamil_dataset,நீ பெண்ண இல்லை ஆணா.
Ormenja ponda Omba kuduthangala  athanalatha 😁ponda pesura,1,tamil_dataset,Ormenja ponda Omba kuduthangala athanalatha ponda pesura
Thiruttu rayil than karanam,0,tamil_dataset,Thiruttu rayil than karanam
Manidhabimanam mikka pechu👏👏👏👌👌👌,0,tamil_dataset,Manidhabimanam mikka pechu
👍🤗சுப்பர் இது போன்ற உரையாடல்கள் அனைத்தும் கவலை,0,tamil_dataset,சுப்பர் இது போன்ற உரையாடல்கள் அனைத்தும் கவலை
Sunni keriyan mussaraf punda,1,tamil_dataset,Sunni keriyan mussaraf punda
வாழ்க மனித நேயம் உணவு இல்லாதவர்க்கு உணவு கொடுத்தது மிகப் பெரிய தர்மம் தர்மத்தின் விளம்பரம் காண வேண்டாம் நீ தர்மத்தை பிறருக்கு அறியாமல்,0,tamil_dataset,வாழ்க மனித நேயம் உணவு இல்லாதவர்க்கு உணவு கொடுத்தது மிகப் பெரிய தர்மம் தர்மத்தின் விளம்பரம் காண வேண்டாம் நீ தர்மத்தை பிறருக்கு அறியாமல்
இதுமாதிரி படங்கள் என்னைக்கோ வந்திருந்தா எங்கள மாதிரி இருக்கவுங்க எப்பயோ இதப்பத்தி பேசி நல்லா வாழ்ந்திருப்போம்..,0,tamil_dataset,இதுமாதிரி படங்கள் என்னைக்கோ வந்திருந்தா எங்கள மாதிரி இருக்கவுங்க எப்பயோ இதப்பத்தி பேசி நல்லா வாழ்ந்திருப்போம்..
மோடி எண்ண வஞ்சம் செஞ்சாரு பழனியப்பன்,0,tamil_dataset,மோடி எண்ண வஞ்சம் செஞ்சாரு பழனியப்பன்
இந்தியா கிறித்தவ நாடு அல்ல! மதசார்பற்ற நாடு.,0,tamil_dataset,இந்தியா கிறித்தவ நாடு அல்ல! மதசார்பற்ற நாடு.
நடக்கும் சில தவறு களுக்காக இந்த நாற்றம் பிடித்த கேவலமான அருவருப்பான உறவை நியாயப்படுத்துவது சரியல்ல .இது சமுதாயத்தையும் வரும் சந்ததிகளையும் கெடுக்கும் செயல் ஆகும்.,1,tamil_dataset,நடக்கும் சில தவறு களுக்காக இந்த நாற்றம் பிடித்த கேவலமான அருவருப்பான உறவை நியாயப்படுத்துவது சரியல்ல .இது சமுதாயத்தையும் வரும் சந்ததிகளையும் கெடுக்கும் செயல் ஆகும்.
999 cl me panni pesi parugo 😂,1,tamil_dataset,999 cl me panni pesi parugo 
@mari selvan இப்படியே இரு தலைவா.,0,tamil_dataset,selvan இப்படியே இரு தலைவா.
பழனியப்பா நீட் என்றால் என்ன என்று உனக்கு தெரியுமா?,0,tamil_dataset,பழனியப்பா நீட் என்றால் என்ன என்று உனக்கு தெரியுமா?
கடவுள் கொடுக்கும் தண்டனையே இது,0,tamil_dataset,கடவுள் கொடுக்கும் தண்டனையே இது
அவர்களுக்கும் ஒரு தாயன்பு உள்ளம் உள்ளது என்பது இந்த வீடியோ மூலம் வெளியாகிறது,0,tamil_dataset,அவர்களுக்கும் ஒரு தாயன்பு உள்ளம் உள்ளது என்பது இந்த வீடியோ மூலம் வெளியாகிறது
என் பெயர் சிவசுப்பிரமணியன் நான் ஒரு தேசிய தலைவர் பிரபாகரன் அவர்களின் தீவிர பக்கம் நாம் நாம் தமிழர் கட்சியில் தொகுதி தலைவராக இருக்கின்றேன் இந்த குறும்படம் இந்த வீடியோ என்னை கண்களில் கண்ணீரை வர வைத்துவிட்டது திருநங்கைகளும் ஒரு பெண்தான் இதை நாம் உணர்ந்து கொள்ள வேண்டும் திருநங்கைகளை ஒதுக்க வேண்டாம் நேசிக்கும் அன்பு காட்டுவோம் நம் வீட்டில் ஒரு பெண்ணாக நடத்தும் அன்புடன் சிவசுப்பிரமணி வாணியம்பாடி வேலூர் மாவட்டம்,0,tamil_dataset,என் பெயர் சிவசுப்பிரமணியன் நான் ஒரு தேசிய தலைவர் பிரபாகரன் அவர்களின் தீவிர பக்கம் நாம் நாம் தமிழர் கட்சியில் தொகுதி தலைவராக இருக்கின்றேன் இந்த குறும்படம் இந்த வீடியோ என்னை கண்களில் கண்ணீரை வர வைத்துவிட்டது திருநங்கைகளும் ஒரு பெண்தான் இதை நாம் உணர்ந்து கொள்ள வேண்டும் திருநங்கைகளை ஒதுக்க வேண்டாம் நேசிக்கும் அன்பு காட்டுவோம் நம் வீட்டில் ஒரு பெண்ணாக நடத்தும் அன்புடன் சிவசுப்பிரமணி வாணியம்பாடி வேலூர் மாவட்டம்
Kottailye sudanum 😂 ikko theriya suda,1,tamil_dataset,Kottailye sudanum  ikko theriya suda
அதுதானே தொழிலே,1,tamil_dataset,அதுதானே தொழிலே
Evanungala kollalama ethuku vittu vachirukinga,0,tamil_dataset,Evanungala kollalama ethuku vittu vachirukinga
மனிதர்களில் ஆண் பெண் என்று இரண்டு வர்க்கங்களே தவிர திருநங்கை என்று ஒரு வர்க்கம் இல்லை. பிறப்பின்போது சில குழந்தைகளை ஆணா அல்லது பெண்ணா என்று தீர்மானிப்பது கஷ்டமாக இருக்கும். இந்தக் குழந்தைகளை Karyotype - DNA சோதனை மூலம் குழந்தை ஆணா அல்லது பெண்ணா என்று தீர்மானிக்க முடியும். இதை விட்டு விட்டு இவர்களைப் பெண் குழந்தைகளாக வளர்க்கின்றார்கள். பருவ வயது வந்ததும் ஆண்களுக்கான ஓமோன்கள் சுரக்கப்ப்படும்போது ஆண் உறுப்புக்கள் வளர்ந்து ஆணாக மாறுவதால்தான் திருநங்கைகள் உருவாகின்றனர்.இவர்களின் நிலை மிகவும் பரிதாபமானது. பெண்ணாக வளர்க்கப்பட்டவர்கள். ஆனால் உறுப்பும் குரலும் ஆண் போன்றவை. நம்முடைய பிழையால் அவர்கள் பாதிக்கப்படுகின்றார்கள். அவர்களுக்குத் தொழில் வாய்ப்பு இல்லை. சமுதாயத்தில் உரிய இடம் இல்லை. இனிமேலாவது திருநங்கைகள் உண்டாகாமல் தடுக்க வேண்டும்,1,tamil_dataset,மனிதர்களில் ஆண் பெண் என்று இரண்டு வர்க்கங்களே தவிர திருநங்கை என்று ஒரு வர்க்கம் இல்லை. பிறப்பின்போது சில குழந்தைகளை ஆணா அல்லது பெண்ணா என்று தீர்மானிப்பது கஷ்டமாக இருக்கும். இந்தக் குழந்தைகளை Karyotype - DNA சோதனை மூலம் குழந்தை ஆணா அல்லது பெண்ணா என்று தீர்மானிக்க முடியும். இதை விட்டு விட்டு இவர்களைப் பெண் குழந்தைகளாக வளர்க்கின்றார்கள். பருவ வயது வந்ததும் ஆண்களுக்கான ஓமோன்கள் சுரக்கப்ப்படும்போது ஆண் உறுப்புக்கள் வளர்ந்து ஆணாக மாறுவதால்தான் திருநங்கைகள் உருவாகின்றனர்.இவர்களின் நிலை மிகவும் பரிதாபமானது. பெண்ணாக வளர்க்கப்பட்டவர்கள். ஆனால் உறுப்பும் குரலும் ஆண் போன்றவை. நம்முடைய பிழையால் அவர்கள் பாதிக்கப்படுகின்றார்கள். அவர்களுக்குத் தொழில் வாய்ப்பு இல்லை. சமுதாயத்தில் உரிய இடம் இல்லை. இனிமேலாவது திருநங்கைகள் உண்டாகாமல் தடுக்க வேண்டும்
Ponaiyan,1,tamil_dataset,Ponaiyan
"நான் இத்திரைப்படத்தின் ஒளிப்பதிவாளர், உங்கள் விமர்சனத்திற்கு நன்றி 🙏🏻😊",0,tamil_dataset,"நான் இத்திரைப்படத்தின் ஒளிப்பதிவாளர், உங்கள் விமர்சனத்திற்கு நன்றி "
Poddda maddayyaahhh,1,tamil_dataset,Poddda maddayyaahhh
தமிழ்நாடு நாசமான கதை,0,tamil_dataset,தமிழ்நாடு நாசமான கதை
கரிகாலன் சோழன் வாரிசு 👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡👡,0,tamil_dataset,கரிகாலன் சோழன் வாரிசு 
ஒரு ஆணுக்கு ஒரு பெண் தான் இதை நீங்கள் என்ன தான் சொன்னாலும் நாங்கள் கேக்க போவது இல்லை. வேற வேலை இருந்தால் பாருங்க மக்களே.,1,tamil_dataset,ஒரு ஆணுக்கு ஒரு பெண் தான் இதை நீங்கள் என்ன தான் சொன்னாலும் நாங்கள் கேக்க போவது இல்லை. வேற வேலை இருந்தால் பாருங்க மக்களே.
ivan mattum illai (pazhani appan) ivan appanum oru mosamana jenmam,1,tamil_dataset,ivan mattum illai (pazhani appan) ivan appanum oru mosamana jenmam
இது போன்று பழனிமலை வரும் பக்தர்களுக்கு மிகப் பெரிய இடையூறாக இருக்கிறார்கள் திருநங்கைகள்.திருநங்கைகள் வளர்ந்துவரும் இந்த இந்த சமூகத்தில் இவர்களே தங்கள் தரங்களை குறைத்து வருகிறார்கள்....,0,tamil_dataset,இது போன்று பழனிமலை வரும் பக்தர்களுக்கு மிகப் பெரிய இடையூறாக இருக்கிறார்கள் திருநங்கைகள்.திருநங்கைகள் வளர்ந்துவரும் இந்த இந்த சமூகத்தில் இவர்களே தங்கள் தரங்களை குறைத்து வருகிறார்கள்....
Poda keri naaaye,1,tamil_dataset,Poda keri naaaye
கலப்பு இல்லாத லூசிதான் இவன்.,1,tamil_dataset,கலப்பு இல்லாத லூசிதான் இவன்.
எப்படி சொல்லுங்க,0,tamil_dataset,எப்படி சொல்லுங்க
அருமை உங்கள் சமூகத்திற்காக பேசுவதற்கு விவேகானந்தர் சொன்ன கருத்து உயிர் போகும் நிலை வந்தாலும் தைரியத்தை விடாதே துணிந்து நில் நீ எதையும் வெல்வாய்,0,tamil_dataset,அருமை உங்கள் சமூகத்திற்காக பேசுவதற்கு விவேகானந்தர் சொன்ன கருத்து உயிர் போகும் நிலை வந்தாலும் தைரியத்தை விடாதே துணிந்து நில் நீ எதையும் வெல்வாய்
I hate this misogyny monks. respect your mother first 👹👹👹,1,tamil_dataset,I hate this misogyny monks. respect your mother first 
@Bala Murugan 1980 slogan adhu,0,tamil_dataset,Murugan 1980 slogan adhu
இந்த நாய் காங்கிரஸ் இலங்கையில் படு கொலைகல் நடந்தப்ப கானும் இதே விவாதத்தை இந்த நாய் நடத்தினால் இவன் பொதுநலவாதி என்ரு ஒத்துக்குரேன்  சாதி வொிபிடித்தவன்,1,tamil_dataset,இந்த நாய் காங்கிரஸ் இலங்கையில் படு கொலைகல் நடந்தப்ப கானும் இதே விவாதத்தை இந்த நாய் நடத்தினால் இவன் பொதுநலவாதி என்ரு ஒத்துக்குரேன் சாதி வொிபிடித்தவன்
காவல்துறை ஏன் கண்டுகொள்வதில்லை,0,tamil_dataset,காவல்துறை ஏன் கண்டுகொள்வதில்லை
அருமை  வீடியோ அண்ணா பாட்டு எப்ப அண்ணா,0,tamil_dataset,அருமை வீடியோ அண்ணா பாட்டு எப்ப அண்ணா
உங்க உரிமைய நீங்க கேக்குறீங்க இதுல என்ன தவறு  இருக்கும்... காதல் யார் மேலையும் வரலாம்...,0,tamil_dataset,உங்க உரிமைய நீங்க கேக்குறீங்க இதுல என்ன தவறு இருக்கும்... காதல் யார் மேலையும் வரலாம்...
நாட்டை கேவலப்படுத்த நம்மளை மிஞ்ச யாராலும் முடியாது,1,tamil_dataset,நாட்டை கேவலப்படுத்த நம்மளை மிஞ்ச யாராலும் முடியாது
🙏வணக்கம்🙏 👬தோழர்களே👫🇱🇰💗💛💐,1,tamil_dataset,வணக்கம் தோழர்களே
பொட்டை,1,tamil_dataset,பொட்டை
எனக்கும் தான் நடந்திருக்கு,0,tamil_dataset,எனக்கும் தான் நடந்திருக்கு
Adiugkada polisc naukku,1,tamil_dataset,Adiugkada polisc naukku
அந்த அக்காவுக்கு நல்ல மனசு யாருனே தெரியாத ஒருத்தருக்கு எல்லாமே கூட இருந்து பார்த்துக்குறேன் என்று சொன்ன அந்த மனசு தான் சார் கடவுள்🌹💐,0,tamil_dataset,அந்த அக்காவுக்கு நல்ல மனசு யாருனே தெரியாத ஒருத்தருக்கு எல்லாமே கூட இருந்து பார்த்துக்குறேன் என்று சொன்ன அந்த மனசு தான் சார் கடவுள்
அந்த சகோதரி ரொம்ப நல்ல மனம் உள்ளவங்களா இருக்காங்க நினச்சி கூட பாக்கள நீங்க விளையாட்ட செய்த விசயம் ஆனா ஒரு நல்ல மனச கண்டுபிடிச்சி உலகத்துக்கே காட்டிருக்கீங்க.அவங்களாம் இறைவன் மனசே கஸ்டமா போச்சி..,0,tamil_dataset,அந்த சகோதரி ரொம்ப நல்ல மனம் உள்ளவங்களா இருக்காங்க நினச்சி கூட பாக்கள நீங்க விளையாட்ட செய்த விசயம் ஆனா ஒரு நல்ல மனச கண்டுபிடிச்சி உலகத்துக்கே காட்டிருக்கீங்க.அவங்களாம் இறைவன் மனசே கஸ்டமா போச்சி..
<dq>Ellaam untha aalaalthaan nadanthathu. Because of this man<cm> Easter bombing was being carried out within Tamil Christian church<sq>s.<dq>,1,tamil_dataset,Ellaam untha aalaalthaan nadanthathu. Because of this man Easter bombing was being carried out within Tamil Christian churchs.
அடுத்தா தலைமுறையே இருக்காது    #மனிதன்   இந்த பூமியில் இருக்காது friends   இது தவறு 😡😡😡😡,1,tamil_dataset,அடுத்தா தலைமுறையே இருக்காது #மனிதன் இந்த பூமியில் இருக்காது friends இது தவறு 
Corporate politics nadakkudu.modijikku nalla translate panni sollunga understand pannikkuvaru.,0,tamil_dataset,Corporate politics nadakkudu.modijikku nalla translate panni sollunga understand pannikkuvaru.
"sivakumar subramaniam : violating privacy ? Ha ha ha... privacy is something must be kept with in us... ஆனா இவள மாதிரி ஆளுக பொத்திகிட்டா இருக்காங்க? தானும் கெட்டு அடுத்தவங்களையும் கெடுக்கும் கூட்டம்...இதுகளை பார்த்து வளர்ற குழந்தைகள் பிற்காலத்தில் இதில் தவறே இல்லைனு நினைக்க வைக்கும் விசக் கிருமிகள்...; Transgender are different, ஆணாய் பிறந்து பெண்ணாய் உணர்வது, இல்ல பெண்ணாய் பிறந்து ஆணாய் உணர்வது ...; ஆனால் இந்த மாதிரி gay , lesbian ங்க தான் வீட்டுக்கும் , நாட்டுக்கும் கேடு",1,tamil_dataset,"sivakumar subramaniam : violating privacy ? Ha ha ha... privacy is something must be kept with in us... ஆனா இவள மாதிரி ஆளுக பொத்திகிட்டா இருக்காங்க? தானும் கெட்டு அடுத்தவங்களையும் கெடுக்கும் கூட்டம்...இதுகளை பார்த்து வளர்ற குழந்தைகள் பிற்காலத்தில் இதில் தவறே இல்லைனு நினைக்க வைக்கும் விசக் கிருமிகள்...; Transgender are different, ஆணாய் பிறந்து பெண்ணாய் உணர்வது, இல்ல பெண்ணாய் பிறந்து ஆணாய் உணர்வது ...; ஆனால் இந்த மாதிரி gay , lesbian ங்க தான் வீட்டுக்கும் , நாட்டுக்கும் கேடு"
Vera level speech karu pazhaniyappan anna.........👏👏👏,0,tamil_dataset,Vera level speech karu pazhaniyappan anna.........
அட சாமிகளா உங்க யூடியூப் சேனல் மட்டும் நல்ல வயிறு குலுங்க சிரிக்க சிரிக்க வைத்துக் கொண்டு இருந்தீங்க அதுக்குள்ள திடீர்னு இப்போ பார்ட்-2 பார்த்துகிட்டு இருக்கீங்களே எப்படியாவது பஸ்ட் மாதிரியே நல்ல சிரிக்க வையுங்கள்.,0,tamil_dataset,அட சாமிகளா உங்க யூடியூப் சேனல் மட்டும் நல்ல வயிறு குலுங்க சிரிக்க சிரிக்க வைத்துக் கொண்டு இருந்தீங்க அதுக்குள்ள திடீர்னு இப்போ பார்ட்-2 பார்த்துகிட்டு இருக்கீங்களே எப்படியாவது பஸ்ட் மாதிரியே நல்ல சிரிக்க வையுங்கள்.
