Post,Labels Set,Dataset,Processed_Post,Labels 4
"@rautsanjay61 दहा विस हाना पण मुख्यमंत्री म्हणा, आणि संजय राऊत यांना मोकळं सोडा खायला दाणा, आणि पवार म्हणातील सर्व जमा करून आणा. आणि सर्व जण मिळुन जनतेला दाखवू रुमना.",0,hate_train,दहा विस हाना पण मुख्यमंत्री म्हणा आणि संजय राऊत यांना मोकळं सोडा खायला दाणा आणि पवार म्हणातील सर्व जमा करून आणा आणि सर्व जण मिळुन जनतेला दाखवू रुमना,NOT
@ArohWelankar सरदार वल्लभ चा पुतळा उभा करण्यापेक्षा हॉस्पिटल उभे केले असते तर लोकांचे जीव नसते गेले माठ्या..झाड कळत नसलं तर नीट चाई घालावी.. बोळनकर..,1,hate_train,सरदार वल्लभ चा पुतळा उभा करण्यापेक्षा हॉस्पिटल उभे केले असते तर लोकांचे जीव नसते गेले माठ्याझाड कळत नसलं तर नीट चाई घालावी बोळनकर,OFFN
"जगातील सर्वात उच्च प्रतीची सज्जन माणसे ही ट्विटरवर आहेत.दोषांचे षडरिपू ज्यांच्या आसपासही फिरकत नाहीत.गुणांचा झरा अखंडपणे वाहत असतो.काय ते शब्दांमधील मार्दव, काय ती महिलांच्या विषयीची काळजी,काय तो महिलांना दिला जाणारा सर्वोच्च पातळीवरील सन्मान.सगळचं कसं दृष्ट लागण्यासारखे. https://t.co/Tm9EmPs00c",0,hate_train,जगातील सर्वात उच्च प्रतीची सज्जन माणसे ही ट्विटरवर आहेतदोषांचे षडरिपू ज्यांच्या आसपासही फिरकत नाहीतगुणांचा झरा अखंडपणे वाहत असतोकाय ते शब्दांमधील मार्दव काय ती महिलांच्या विषयीची काळजीकाय तो महिलांना दिला जाणारा सर्वोच्च पातळीवरील सन्मानसगळचं कसं दृष्ट लागण्यासारखे,NOT
@marendran0di @Sonalimumbai1 शाळेत नमाज पठण करायला आंदोलन सुरू केलंय कर्नाटक मधे. आणि तुमचा पक्ष मुद्दाम त्याला समर्थन करत आहे. जातीय तेढ कोण निर्माण करतंय ते सांगा आता. शाळेत तुमचा धर्म कशाला आणायचा हा एवढाच मुद्दा होता पण जातीय रंग देणारे घाणेरडे लोक तुमचेच आहेत.,1,hate_train,शाळेत नमाज पठण करायला आंदोलन सुरू केलंय कर्नाटक मधे आणि तुमचा पक्ष मुद्दाम त्याला समर्थन करत आहे जातीय तेढ कोण निर्माण करतंय ते सांगा आता शाळेत तुमचा धर्म कशाला आणायचा हा एवढाच मुद्दा होता पण जातीय रंग देणारे घाणेरडे लोक तुमचेच आहेत,HATE
"असे असले तर छानच, नाहीतर लोकं विश्वास ठेवणं बंद करतील कि हिंदू स्थान चे तारणहार च.",0,hate_train,असे असले तर छानच नाहीतर लोकं विश्वास ठेवणं बंद करतील कि हिंदू स्थान चे तारणहार च,NOT
@Sanket_J_007 कार्यकर्त्यांनी सांगितलं गु खा तर खाईल का तो हरामखोर 😡😡 कोणत्या हरामखोर कार्यकर्त्यांनी सांगितलं महाराजांच्या मूर्तीवर पाय ठेवायला,1,hate_train,कार्यकर्त्यांनी सांगितलं गु खा तर खाईल का तो हरामखोर कोणत्या हरामखोर कार्यकर्त्यांनी सांगितलं महाराजांच्या मूर्तीवर पाय ठेवायला,OFFN
@BhatkhalkarA @RahulGandhi अतुल भातखळकर 2024 ला खटारा कुणाचा होतो ते बघा पाण्यातून बाहेर काढलेल्या माशासारखी अवस्था होईल तुमची औषधाला सुध्दा शिल्लक राहणार नाही तुम्ही.,1,hate_train,अतुल भातखळकर ला खटारा कुणाचा होतो ते बघा पाण्यातून बाहेर काढलेल्या माशासारखी अवस्था होईल तुमची औषधाला सुध्दा शिल्लक राहणार नाही तुम्ही,HATE
@kiranKhule15 @NikhilBhamre8 @HakunahMatata_ परम चुतिया म्हणा ... येड्या भो.. हागलाणकर..,1,hate_train,परम चुतिया म्हणा येड्या भो हागलाणकर,PRFN
@marathikedar @PB_SPEAKS123 ते मेल की मी गांवजेवण घालणार सगळ्या कुतऱ्या ना आणि माफ़ी मागणार याच्या मुळे ते बदनाम झाले,1,hate_train,ते मेल की मी गांवजेवण घालणार सगळ्या कुतऱ्या ना आणि माफ़ी मागणार याच्या मुळे ते बदनाम झाले,OFFN
@zee24taasnews Yz टकल्या तुला काही उद्योग नाही का दुसरा?,1,hate_train,टकल्या तुला काही उद्योग नाही का दुसरा,OFFN
"विरेन शहा तुला माज चढलाय काय रे, उगाच कशाला मराठीच्या वाट्याला जातोय..?जर वाघाची बछडे तुझ्या अंगावर आले ना तर तू तुझी ही मातृभाषा विसरशील..!",1,hate_train,विरेन शहा तुला माज चढलाय काय रे उगाच कशाला मराठीच्या वाट्याला जातोयजर वाघाची बछडे तुझ्या अंगावर आले ना तर तू तुझी ही मातृभाषा विसरशील,OFFN
"टोळी नरसिंहानंदाला भोंदू आणि जिहादी म्हणून मोकळी झाली आहे... भारताला नरसिंहानंदासारख्या धर्मांध लोकांपेक्षा कोणाचा अधिक धोका असेल तर तो या निर्लज्ज, नैतिक दिवाळखोरीत बुडालेल्या, एका राजकीय प्रधानभोंदूची पालखी नाचवताना दिवसेंदिवस नीच बनत जाणाऱ्या भक्तभडव्यांचा आहे!",1,hate_train,टोळी नरसिंहानंदाला भोंदू आणि जिहादी म्हणून मोकळी झाली आहे भारताला नरसिंहानंदासारख्या धर्मांध लोकांपेक्षा कोणाचा अधिक धोका असेल तर तो या निर्लज्ज नैतिक दिवाळखोरीत बुडालेल्या एका राजकीय प्रधानभोंदूची पालखी नाचवताना दिवसेंदिवस नीच बनत जाणाऱ्या भक्तभडव्यांचा आहे,HATE
@abpmajhatv @MeNarayanRane @SMungantiwar हे दिडशहाणे अंतर्गत चर्चेत जे बोलायच ते मित्र अडचणित असतांना त्याला ऐकवतात ! शत्रुला खाद्य पुरवतात. कारण हे स्वतः फार म्हणजे फारच आदर्श आहेत.असल्या सवयी सोडा .संकटात मित्राला अक्कल शिकवु नका.त्याच्या पाठिशी उभे रहा.,1,hate_train,हे दिडशहाणे अंतर्गत चर्चेत जे बोलायच ते मित्र अडचणित असतांना त्याला ऐकवतात शत्रुला खाद्य पुरवतात कारण हे स्वतः फार म्हणजे फारच आदर्श आहेतअसल्या सवयी सोडा संकटात मित्राला अक्कल शिकवु नकात्याच्या पाठिशी उभे रहा,HATE
"मग बाळासाहेब ठाकरे लांड्या, भडवा, साला, नीच असे शब्द बोलून मराठी ची आरती ओवाळत असायचे का?",0,hate_train,मग बाळासाहेब ठाकरे लांड्या भडवा साला नीच असे शब्द बोलून मराठी ची आरती ओवाळत असायचे का,NOT
"@JAYD1114 @ColonelAR ज्यांची लायकी नसते तेच असे कुत्र्यासारखे भुंकतात.. लायकी असलेला व्यक्ती शब्द खुप जपून वापरत आसतो.. नालायक आहे हा भय्या.. त्याच्या स्वतःच्या
गल्लीत काळं कुत्रं देखील विचारत नसेल याला..",1,hate_train,ज्यांची लायकी नसते तेच असे कुत्र्यासारखे भुंकतात लायकी असलेला व्यक्ती शब्द खुप जपून वापरत आसतो नालायक आहे हा भय्या त्याच्या स्वतःच्या गल्लीत काळं कुत्रं देखील विचारत नसेल याला,OFFN
@Mratha_Hindu @___rahi8999 @PoulAyodhya @ChitraKWagh @fadnavis_amruta @neelamgorhe @KishoriPednekar तुझ्या आईच भोक तुझ्या तू कशाला पहिली ℹ घातली चुतीया,1,hate_train,तुझ्या आईच भोक तुझ्या तू कशाला पहिली घातली चुतीया,PRFN
@poojadomale म्हणून तर लांबच्यावर जास्त जीव जडतो...लांबच्या लोकांवर जास्त प्रेम असते,0,hate_train,म्हणून तर लांबच्यावर जास्त जीव जडतोलांबच्या लोकांवर जास्त प्रेम असते,NOT
"श्रीचक्रधर स्वामी- एक दिपस्तंभ ""ज्यांना मुक्ती हवी असेल त्यांनी मुंगी सारख्या छोट्या जीवा विषयी सुद्धा मनात हिंसा तथा वैरत्वाचा भाव ठेवू नये."" #domegram #chakradharswami #Mahanubhav https://t.co/SDbdNHotdj",0,hate_train,श्रीचक्रधर स्वामी एक दिपस्तंभ ज्यांना मुक्ती हवी असेल त्यांनी मुंगी सारख्या छोट्या जीवा विषयी सुद्धा मनात हिंसा तथा वैरत्वाचा भाव ठेवू नये,NOT
"'बिगबुल'च्या टीशर्टमध्ये घोटाळेबाज पोलिसांना शरण, 81 जणांच्या अधिकृत तक्रारी  https://t.co/35GC9RugRX",0,hate_train,बिगबुलच्या टीशर्टमध्ये घोटाळेबाज पोलिसांना शरण जणांच्या अधिकृत तक्रारी,NOT
@yogijadhav2011 @SunilWali3 @prash_dhumal तुझ्या आईच्या सवयी नको सांगू भाडखाऊ कोण आलं तुझ्या कमेंट खाली लवड्या बिनबापाच्या भोसडबुल्ल्या. डोळे काय झवले का तुझे झवन्या एकदा चेक करुन घे तुझीच आई घातली तू,1,hate_train,तुझ्या आईच्या सवयी नको सांगू भाडखाऊ कोण आलं तुझ्या कमेंट खाली लवड्या बिनबापाच्या भोसडबुल्ल्या डोळे काय झवले का तुझे झवन्या एकदा चेक करुन घे तुझीच आई घातली तू,PRFN
@TV9Marathi वा रे लबाड भंगारमंत्री! वानखेडेची आई-बहिण-पत्नीची खासगी माहिती सोशल मिडीयावर पसरवताना तुला लाज नाही वाटली? छ.शिवाजी महाराजांच्या नावाने मविआ ने चालवलेल हेे निजामाच सरकार आहे याची खात्री पटलीय जनतेची! लक्षात ठेव. काही दिवसांनी तुझी जागा जेलमध्येच असेल.,1,hate_train,वा रे लबाड भंगारमंत्री वानखेडेची आईबहिणपत्नीची खासगी माहिती सोशल मिडीयावर पसरवताना तुला लाज नाही वाटली छशिवाजी महाराजांच्या नावाने मविआ ने चालवलेल हेे निजामाच सरकार आहे याची खात्री पटलीय जनतेची लक्षात ठेव काही दिवसांनी तुझी जागा जेलमध्येच असेल,HATE
ओमिक्रॉन एकाच व्यक्तीला दोनदा संक्रमित करू शकतो? तज्ञ काय म्हणतात ते जाणून घ्या https://t.co/UUdjIbPImL #Maharashtra #Covid #Omicron #Globalsahyadri,0,hate_train,ओमिक्रॉन एकाच व्यक्तीला दोनदा संक्रमित करू शकतो तज्ञ काय म्हणतात ते जाणून घ्या,NOT
"शरद पवार भावी पंतप्रधान नाही ही खुप वाईट बातमी आहे, आता भावी नसून साधारण झाले. पवार साहेब हे कसं व का झालं? #SharadPawar #NCP https://t.co/WN2hx2wmxd",0,hate_train,शरद पवार भावी पंतप्रधान नाही ही खुप वाईट बातमी आहे आता भावी नसून साधारण झाले पवार साहेब हे कसं व का झालं,NOT
"@garg_trupti केंद्राकडून निधी आला की अगदी हलका - फुलका करून, नवीन लेबल चढवून देणार , नक्की देऊ, किंबहुना देणारच....थांबा तुम्ही बघालच.. किंबहुना बघाच🙏",0,hate_train,केंद्राकडून निधी आला की अगदी हलका फुलका करून नवीन लेबल चढवून देणार नक्की देऊ किंबहुना देणारचथांबा तुम्ही बघालच किंबहुना बघाच,NOT
इथे कुणाच्या वशिल्याची कोणत्या पासाची ना कोणाच्या शिफारशीची अन हो कसल्याच चिरिमिरिची पण गरज नसते इथे लाखो माना आपोआप मुजर्याला झुकतात...त्या पराक्रमाला आणि शौर्याला.....🚩 _दैवत छत्रपति शिवाजी महाराज_ 🚩 _राजधानी रायगड..._ 🚩 https://t.co/Uz4RGVSiy8,0,hate_train,इथे कुणाच्या वशिल्याची कोणत्या पासाची ना कोणाच्या शिफारशीची अन हो कसल्याच चिरिमिरिची पण गरज नसते इथे लाखो माना आपोआप मुजर्याला झुकतातत्या पराक्रमाला आणि शौर्याला दैवत छत्रपति शिवाजी महाराज राजधानी रायगड,NOT
@BhabalAtul @Sagarta78683523 ऍमेझॉन फ्लिपकार्टकडे मराठीची मागणी केली व ती उपलब्ध झाली मागणी करून कार्टून वाहिन्या मराठीत उपलब्ध झाल्या मराठी माणसाचा रेटा महत्त्वाचा आहे १/२,0,hate_train,ऍमेझॉन फ्लिपकार्टकडे मराठीची मागणी केली व ती उपलब्ध झाली मागणी करून कार्टून वाहिन्या मराठीत उपलब्ध झाल्या मराठी माणसाचा रेटा महत्त्वाचा आहे १२,NOT
"*विशेष आभार* दिल्ली येथे पार पडलेल्या संसदेवरील मोर्चा करिताआलेल्या प्रतिनिधींनी मोट्या संख्येने मोर्चा चा कार्यक्रम कामगार एकजुटीच्या बळावर यशस्वीपणे पार पडला या बद्दल तमामना मानाचा मुजरा प्रशांत वरळीकर जन.सेक्रेटरी ए ई डब्लु एस युनियन अध्यक्ष नाफी सी.ओ.सी मुंबई , उपाध्यक्ष",0,hate_train,विशेष आभार दिल्ली येथे पार पडलेल्या संसदेवरील मोर्चा करिताआलेल्या प्रतिनिधींनी मोट्या संख्येने मोर्चा चा कार्यक्रम कामगार एकजुटीच्या बळावर यशस्वीपणे पार पडला या बद्दल तमामना मानाचा मुजरा प्रशांत वरळीकर जनसेक्रेटरी ए ई डब्लु एस युनियन अध्यक्ष नाफी सीओसी मुंबई उपाध्यक्ष,NOT
Viचा हा प्लॅन आहे जिओ आणि एअरटेलपेक्षा बेस्ट https://t.co/UWoPsKJtQw,0,hate_train,चा हा प्लॅन आहे जिओ आणि एअरटेलपेक्षा बेस्ट,NOT
"महाराष्ट्रातील समस्त पत्रकारांना लागु असलेले सत्य. तीन तीन महिने पगार नाही म्हणून एस टी कर्मचारी संपावर , आणि यांना एक छपरी सुटल्याचा आनंद. @Dev_Fadnavis @nitin_gadkari @rajivkhandekar @NilWaghmare8 @ChitraKWagh https://t.co/khAZd7ZcUJ",1,hate_train,महाराष्ट्रातील समस्त पत्रकारांना लागु असलेले सत्य तीन तीन महिने पगार नाही म्हणून एस टी कर्मचारी संपावर आणि यांना एक छपरी सुटल्याचा आनंद,HATE
अरे अकलेच्या कांद्या भैताड साल्या महाराष्ट्र राज्याचा मुख्यमंत्री मराठीतच बोलणार तुला कळत नसेल तर निघ महाराष्ट्रातून,1,hate_train,अरे अकलेच्या कांद्या भैताड साल्या महाराष्ट्र राज्याचा मुख्यमंत्री मराठीतच बोलणार तुला कळत नसेल तर निघ महाराष्ट्रातून,OFFN
"काय हसन मुश्रीफभाई, फक्त १२७ कोटी... किमान डोळे पांढरे होतील एवढ्या तरी रकमेचा घोटाळा करायचा.. 😥 तुमचे साहेब तर एवढ्याची चादर चढवून येतात अजमेरला...!",1,hate_train,काय हसन मुश्रीफभाई फक्त १२७ कोटी किमान डोळे पांढरे होतील एवढ्या तरी रकमेचा घोटाळा करायचा तुमचे साहेब तर एवढ्याची चादर चढवून येतात अजमेरला,HATE
हऱ्या नाऱ्या मुर्दाबाद!😡,1,hate_train,हऱ्या नाऱ्या मुर्दाबाद,OFFN
"सख्खा भाऊ पक्का वैरी, शेळीच्या पैशावरुन वाद, थेट ३०७! https://t.co/8toJWdRrDT #maharashtra #ahmadnagar #crime #crimenews @NagarPolice",0,hate_train,सख्खा भाऊ पक्का वैरी शेळीच्या पैशावरुन वाद थेट ३०७,NOT
@Akshay1502 @Abhishe51645214 ढोंगी पुरोगामी म्हणजे जातीयवादीच कुठे ना कुठे तरी मनुस्मृती हे लोक मानीत असतातच,1,hate_train,ढोंगी पुरोगामी म्हणजे जातीयवादीच कुठे ना कुठे तरी मनुस्मृती हे लोक मानीत असतातच,HATE
"बिनधास्त दे भावा , त्यांना त्या पैशाची तळतळ लागेल आणि प्रचंड मानसिक ञासाचे बळी पडतील जिथे तो पैसाही त्यांना काहीही ऊपयोगाला येणार नाही. जेवढा ARMY चा अभिमान आणि गर्व वाटतो तेवढीच लाज वाटते traffic department ची",0,hate_train,बिनधास्त दे भावा त्यांना त्या पैशाची तळतळ लागेल आणि प्रचंड मानसिक ञासाचे बळी पडतील जिथे तो पैसाही त्यांना काहीही ऊपयोगाला येणार नाही जेवढा चा अभिमान आणि गर्व वाटतो तेवढीच लाज वाटते ची,NOT
"- प्रवीण जाधवला गावगुंड त्रास देतात. - त्याचे कुटुंबीय सातारा सोडत आहेत. - त्यानंतर राज्य सरकारला जाग येते. कमीत कमी #Olympians आणि त्यांच्या कुटुंबीयांना तरी सुरक्षा द्या. गावखेड्यात गुंडागर्दी किती वाढली आहे, ह्याचे ज्वलंत उदाहरण. @SunilKedar1111 @CMOMaharashtra",0,hate_train,प्रवीण जाधवला गावगुंड त्रास देतात त्याचे कुटुंबीय सातारा सोडत आहेत त्यानंतर राज्य सरकारला जाग येते कमीत कमी आणि त्यांच्या कुटुंबीयांना तरी सुरक्षा द्या गावखेड्यात गुंडागर्दी किती वाढली आहे ह्याचे ज्वलंत उदाहरण,NOT
देशातील ३६ राज्य व केंद्रशासित प्रदेशामध्ये जम्मू -काश्मीर-लडाख हे गरिबीच्या बाबतीत २९ राज्य व केंद्रशासित प्रदेशापेक्षा चांगले.(नीती अयोग),0,hate_train,देशातील ३६ राज्य व केंद्रशासित प्रदेशामध्ये जम्मू काश्मीरलडाख हे गरिबीच्या बाबतीत २९ राज्य व केंद्रशासित प्रदेशापेक्षा चांगलेनीती अयोग,NOT
@rajeshtope11 @mansukhmandviya ते भरतीत घोटाळा केला ते पण सांगायचं ना टोप्या भिकारी त्यावर चर्चा झाली असती तर आधी हाकलून दिले असले तुला तेथून,1,hate_train,ते भरतीत घोटाळा केला ते पण सांगायचं ना टोप्या भिकारी त्यावर चर्चा झाली असती तर आधी हाकलून दिले असले तुला तेथून,OFFN
@kanteshar @swarraj5 @ColonelAR @stitch_yamalaa @Makao7iv7iv @anna_chimbori हो तोच व्हय.... त्याले बाजारु बाजारु .. करताना घ्या मग आता..😂😂,0,hate_train,हो तोच व्हय त्याले बाजारु बाजारु करताना घ्या मग आता,NOT
@sudhakarMandrek @CMOMaharashtra @PMOIndia @BSKoshyari @nitin_gadkari @Dev_Fadnavis @bharanemamaNCP @narendramodi काय तुझी भाषा रे. मला राग येत नाही रे. फक्तं लाज वाटते असे लिहिणारे लोक पण आमच्या शिवरायांच्या भूमीत आहेत. पण ठीके. जेव्हा गुलामगिरीची सवय असते तेवा असेच शब्द कानावर पडणार अणि मग नंतर ते दुसऱ्यावर वापरणार 😂😂😂😂🤣🤣🤣🤣,0,hate_train,काय तुझी भाषा रे मला राग येत नाही रे फक्तं लाज वाटते असे लिहिणारे लोक पण आमच्या शिवरायांच्या भूमीत आहेत पण ठीके जेव्हा गुलामगिरीची सवय असते तेवा असेच शब्द कानावर पडणार अणि मग नंतर ते दुसऱ्यावर वापरणार,NOT
महाराष्ट्रात 37 S.T. कर्मचाऱ्यांनी आत्महत्या केल्या ? आता करा ना बंद आता काहि काकाच्या लोकांची व त्यांच्या पक्षाची काहि जबाबदारी नाहि का ....सत्तेचे लालची .... सर्व तळवे चाटु व चमचे चिवसेना शांत आहेत,1,hate_train,महाराष्ट्रात कर्मचाऱ्यांनी आत्महत्या केल्या आता करा ना बंद आता काहि काकाच्या लोकांची व त्यांच्या पक्षाची काहि जबाबदारी नाहि का सत्तेचे लालची सर्व तळवे चाटु व चमचे चिवसेना शांत आहेत,HATE
@itzzz_nayan @shubhambsurose @jayant_rokade हाव ना 😂😂 त्याले वाटला त्याचा जयंत काका फार तोफखा् आहे मादरचोद 😂😂,1,hate_train,हाव ना त्याले वाटला त्याचा जयंत काका फार तोफखा् आहे मादरचोद,PRFN
@Vishalp17897377 @nawabmalikncp आई झवाड्या तू मला महाराज शिकवतो का,1,hate_train,आई झवाड्या तू मला महाराज शिकवतो का,PRFN
"दुर्दैवाने हा कायदा कोण करत आहे बघा, एकतर ज्यांनी लग्नच केले नाही किंवा लग्नानंतर पत्नीला सोडून निघून गेले, अजून पर्यंत 70 वर्षात या मुळे कांही परिणाम झाला नाही",0,hate_train,दुर्दैवाने हा कायदा कोण करत आहे बघा एकतर ज्यांनी लग्नच केले नाही किंवा लग्नानंतर पत्नीला सोडून निघून गेले अजून पर्यंत वर्षात या मुळे कांही परिणाम झाला नाही,NOT
या बद्दल खेद ना खंत कोणी ही व्यक्त केला नाही आज पर्यंत ना कुठली नुकसान भरपाई मिळाली नेसत्या वस्त्रनिशी ब्राह्मण कुटुंबे घराबाहेर पडली. डोळ्या देखत सर्वस्वाची राख रांगोळी होताना बघावे लागले. फक्त व्यक्तिगत आकस वा वैर म्हणून सूड उगवला.,0,hate_train,या बद्दल खेद ना खंत कोणी ही व्यक्त केला नाही आज पर्यंत ना कुठली नुकसान भरपाई मिळाली नेसत्या वस्त्रनिशी ब्राह्मण कुटुंबे घराबाहेर पडली डोळ्या देखत सर्वस्वाची राख रांगोळी होताना बघावे लागले फक्त व्यक्तिगत आकस वा वैर म्हणून सूड उगवला,NOT
@shailesh_varmaa #गोध्रा आणि #पुलवामा सारखे कृष्णकृत्य करून सत्तेत बसणारा किती #नीच असेल ह्यावरून कळतं !,1,hate_train,गोध्रा आणि पुलवामा सारखे कृष्णकृत्य करून सत्तेत बसणारा किती नीच असेल ह्यावरून कळतं,HATE
अरे भिकार्‍या उठल्यासूट मनसेवर टीका करत असतो तुझी औकात काय रे भाड्या.. काळतोंड्या तू कसा विषय सोडून तब्येत बद्दल बोललास तेव्हा वाटले नाही का आपन भटकतोय.. आनि साल्या चुतीया पनाचा कळस आहेस तू... स्वतःला चांगल काय जमत नसेल तर माप कशाला काढतो .... तुझी औकात असेल तर तू कर कायतर चांगल https://t.co/4q6qf53dv1,1,hate_train,अरे भिकार्या उठल्यासूट मनसेवर टीका करत असतो तुझी औकात काय रे भाड्या काळतोंड्या तू कसा विषय सोडून तब्येत बद्दल बोललास तेव्हा वाटले नाही का आपन भटकतोय आनि साल्या चुतीया पनाचा कळस आहेस तू स्वतःला चांगल काय जमत नसेल तर माप कशाला काढतो तुझी औकात असेल तर तू कर कायतर चांगल,OFFN
"@BhatkhalkarA ज्यांनी स्वतंत्र मिळवून दिलं ते नष्ट झाले पाहिजे आणि ज्यांनी देश विकायला काढला ते सत्तेत राहीले पाहिजे हो ना रे भाडखाऊ अतुल्या.का रे बाराच्या तुझं खानदान शेण खाऊन
जगत आलंय का आतापर्यंत.",1,hate_train,ज्यांनी स्वतंत्र मिळवून दिलं ते नष्ट झाले पाहिजे आणि ज्यांनी देश विकायला काढला ते सत्तेत राहीले पाहिजे हो ना रे भाडखाऊ अतुल्याका रे बाराच्या तुझं खानदान शेण खाऊन जगत आलंय का आतापर्यंत,HATE
@hrid22 @psanchit @Bkugne @pratikratn @fly_high_IXU @cakshay2013 बकवास.. काही शंभर एकरजागा उपलब्ध नाहीये,0,hate_train,बकवास काही शंभर एकरजागा उपलब्ध नाहीये,NOT
माणिकपूर पोलिसांचे खटारा गाडीतून पेट्रोलिंग; भाजपच्या अर्पणा पाटील यांनी... https://t.co/dIPRdYibvW via @YouTube @AnilDeshmukhNCP @CMOMaharashtra @DGPMaharashtra,0,hate_train,माणिकपूर पोलिसांचे खटारा गाडीतून पेट्रोलिंग भाजपच्या अर्पणा पाटील यांनी,NOT
मनोरुग्ण ते नमोरुग्ण... चक्रम...खोकले...,1,hate_train,मनोरुग्ण ते नमोरुग्ण चक्रमखोकले,OFFN
@ManglaKohale11 Thats good. जर आपली ही बकवास दुसऱया वाडीलांनी समाझली तर फार बडांचे भविध्य चांगले होईल। नक्की ना?,0,hate_train,जर आपली ही बकवास दुसऱया वाडीलांनी समाझली तर फार बडांचे भविध्य चांगले होईल नक्की ना,NOT
@TV9Marathi अरे येड्या भोकाच्या इथे तुझे बाप फेल गेलेत रे आणि तुला।असे बोलण्याशिवाय पर्याय नाही कारण तुझे खालच्या फळीतले नेते आणि कार्यकर्ते फुटणार आहेत ना आता मग बोल तू असे मोठे मोठे,1,hate_train,अरे येड्या भोकाच्या इथे तुझे बाप फेल गेलेत रे आणि तुलाअसे बोलण्याशिवाय पर्याय नाही कारण तुझे खालच्या फळीतले नेते आणि कार्यकर्ते फुटणार आहेत ना आता मग बोल तू असे मोठे मोठे,PRFN
@s_borawake @jodaniMarathi @CMOMaharashtra @dadajibhuse अनेक केळी उत्पादक हिंदू आहेत आणि खरेदीदार/वखार असणारे अहिन्दु ! बाजारात आज केळी ४०/५० ₹ डझन आहेत ते ही रासायनिक पाण्यात टाकून पिकवलेली !,0,hate_train,अनेक केळी उत्पादक हिंदू आहेत आणि खरेदीदारवखार असणारे अहिन्दु बाजारात आज केळी ४०५० डझन आहेत ते ही रासायनिक पाण्यात टाकून पिकवलेली,NOT
@raj_rajkulkarni आंतरराष्ट्रीय पनवती कोंबडीचोर महाराष्ट्रात तरी @BJP4Maharashtra ला बुडवणार.,1,hate_train,आंतरराष्ट्रीय पनवती कोंबडीचोर महाराष्ट्रात तरी ला बुडवणार,OFFN
@awesomerasam555 @meNeeleshNRane हा राऊत झ्याटू आहे जो स्वतःच्या गावात रस्ता करू शकत नाही तो काय स्वाभिमानच्या उमेदवाराला काय हरवणार आता याची वेळ आलीय डिपॉझिट जप्त होण्याची काळतोंडया_राऊत,1,hate_train,हा राऊत झ्याटू आहे जो स्वतःच्या गावात रस्ता करू शकत नाही तो काय स्वाभिमानच्या उमेदवाराला काय हरवणार आता याची वेळ आलीय डिपॉझिट जप्त होण्याची काळतोंडयाराऊत,OFFN
"@mimane108 @Mahadev_Balgude संघी लोकांना हे प्रमोट करतात मग ते किती बकवास acting करत असले तरी..जितकी जास्त गरळ ओकतील तेवढे जास्त काम भेटत या संघी
supporter ला.",1,hate_train,संघी लोकांना हे प्रमोट करतात मग ते किती बकवास करत असले तरीजितकी जास्त गरळ ओकतील तेवढे जास्त काम भेटत या संघी ला,HATE
@VijayWadettiwar येन केन प्रकारे पन्नास टक्याच्या वर लोकसंख्या असणाऱ्या खऱ्या बहुजन ओबीसींना शिक्षण नोकऱ्या आरक्षण मिळू .. द्यायचेच नाही .. असे आमच्याच काही धर्मबांधवानी ठरविलेले आहे. ते फारच चतुर आणि कपटी आहेत. आम्हाला सत्तेतील आमचा वाटा मिळू नये यासाठीची ही धडपड !,0,hate_train,येन केन प्रकारे पन्नास टक्याच्या वर लोकसंख्या असणाऱ्या खऱ्या बहुजन ओबीसींना शिक्षण नोकऱ्या आरक्षण मिळू द्यायचेच नाही असे आमच्याच काही धर्मबांधवानी ठरविलेले आहे ते फारच चतुर आणि कपटी आहेत आम्हाला सत्तेतील आमचा वाटा मिळू नये यासाठीची ही धडपड,NOT
"@sachin_inc सगळीकडे हार मानणारा एकमेव नेता 'पंडीत नेहरु' च होते, आहे, आणि भविष्यात राहतील काँग्रेस शिरोमणी! उदा: पाकिस्तान भारत फाळणी, पाक गिळंकृत काश्मीर, आणि चीन्यंनी खिळलेला लडाख, तिबेट!",0,hate_train,सगळीकडे हार मानणारा एकमेव नेता पंडीत नेहरु च होते आहे आणि भविष्यात राहतील काँग्रेस शिरोमणी उदा पाकिस्तान भारत फाळणी पाक गिळंकृत काश्मीर आणि चीन्यंनी खिळलेला लडाख तिबेट,NOT
@Dev_Fadnavis @Pankajamunde आपणास कळविण्यात येते कि संगणक परिचालक ही एक युवाशक्ती आहे आणि हीच युवाशक्ती मोट्या प्रमाणात स्वतः च्या फायद्यासाठी वापरा #संगणकपरिचालक,0,hate_train,आपणास कळविण्यात येते कि संगणक परिचालक ही एक युवाशक्ती आहे आणि हीच युवाशक्ती मोट्या प्रमाणात स्वतः च्या फायद्यासाठी वापरा संगणकपरिचालक,NOT
