GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Health/Wellness,Food,Eats/Beverages,Bakery,Mio Amore,"Tasty cakes, pastry, online booking and home delivery, signature foods, delicious, variety, service time, fresh, price","Online booking and home delivery, fresh",Negative,ब्रांड की कुछ शाखाएं शायद ही कभी बासी या समाप्त हो चुकी फ़ूड आइटम्स को रखती हैं। ऑनलाइन बुकिंग या होम डिलीवरी का कोई विकल्प उपलब्ध नहीं है।
Fashion,Beauty,Fragrance,Perfume,Nautica Voyage Eau de Toilette For Men,"unisex/men/women, long lasting smell","Long lasting smell, Men",Positive,आप इस मेन्स परफ्यूम से वॉटर लोटस और सीडार वुड की मीठी खुशबू सूंघ सकते हैं। यह लंबे समय तक चलने वाला भी है।
Entertainment,Amusement,Parks,For children,Murkute Garden Children's Park,"entry price, rides and attractions, developmental activities,Play area,maintenance",rides and attractions,Negative,"इस एरिया में केवल एक ही ऐसी जगह है और यहाँ हमेशा भीड़ रहती है, खासकर वीकेंड और छुट्टियों पर।"
Health/Wellness,Food,Eats/Beverages,Restaurants,Food Station,"veg/non veg/vegan/jain, self/table service, bar attached, family friendly, quick service, various cuisines, affordable rates, parking, ambience","Veg/non-veg, various cuisines",Positive,गैर-शाकाहारी खाना विभिन्न व्यंजनों में से चुनने के लिए अच्छे ऑप्शन हैं
Pets,Dogs,Food,Dry food,Purepet,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","balanced nutrition, promotes health & vitality, Health & digestion.",Negative,इससे बहुत बुरा पेट का इंफेक्शन और फूड पॉयजनिंग होती है। सभी प्रकार की कुत्तों की ब्रीड्स के लिए सूटेबल नहीं है।
Vehicles,Automotives,Bikes,Commuter,Bajaj,"popular, young generation, fuel efficiency,","Reliability, evolution in services, indigenous technological upgradation, symbolic of India's prowess in the automobile industry, low mileage, high price and maintenance costs",Positive,"बजाज अपनी विश्वसनीयता, सेवाओं में इसके एवोल्यूशन के साथ-साथ स्वदेशी तकनीकी अपग्रेडेशन के लिए जाना जाता है। यह दशकों से ऑटोमोबाइल क्षेत्र में भारत की ताकत का प्रतीक रहा है।"
Transportation,Surface,Railways,Local trains,Western line Mumbai,"Cleanliness, punctuality, safety, daily/monthly pass",Punctuality Cleanliness,Positive,भारी ट्रैफिक के बावजूद ज्यादातर समय पर आती है।
Entertainment,Movies,Genres,Horror/Thriller,Bulbul,"intriguing, spooky rhythm, camera angles, haunting, terrific story-telling, unpredictable climax, dark effect, eerie-filled, spine-chilling",Dark effect,Positive,यह एक एक्सपेरिमेंटल डार्क स्टोरी है जो यथार्थवाद(रियलिज़्म) और अतियथार्थवाद(सरियलिज़्म) में डूबी हुई है। और यही पहलू है जो इसे इस तरह की अनोखी फिल्म बनाता है।
Entertainment,Movies,Genres,Tragedy,Chernobyl: Abyss,"serious, storyline, performances, emotional, moving, heart breaking",Storyline,Negative,"यह एक दिलचस्प कहानी हो सकती थी अगर किसी के पास स्क्रिप्ट कैसे लिखी जाती है का ज्ञान होता। इस फिल्म के बारे में कई रहस्यमय चीजें हैं, लेकिन यह चौंका देने वाला है कि हर कोई खतरे में पड़ने के लिए अपने पीपीई को कितनी बार बंद करता है।"
Entertainment,Movies,Genres,Musical,Katyar Kaljat Ghusali,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming","Classical, Performance, Heartwarming",Positive,सही मायने में एक म्यूजिकल  फिल्म! शंकर महादेवन और महेश काले के वोकल्स सेकंडों में आपका दिल पिघला देंगे और सुबोध भावे की परफॉरमेंस वाकई जादुई है।
Education,Books,Audiobooks,Fully voiced reading,Google play books,"several characters, distinct voice, Pitch, Sound quality, Acting","Pitch, Sound quality",Negative,"ऑडियोबुक शुरू में दिलचस्प लगती है लेकिन जैसे-जैसे हम सुनना जारी रखते हैं, पिच और यहां तक कि साउंड क्वालिटी भी बिगड़ती जाती है।"
Entertainment,Apps,Entertainment,Games,Call of Duty,"various modes, action, racing, arcade, multi-player, puzzles",Various modes,Negative,"डेवलपर्स को मैप, मोड, सीजन आदि को ऐड करने के बजाय लैग जैसी बुनियादी चीज़ों को ठीक करने और गेम को थोड़ा हैवी बनाने पर ध्यान केंद्रित करना चाहिए।"
Baby Products,Baby,Clothing,Lehenga choli,Biba,"cotton/polyester/net, gorgeous/plain printed, wash care","gorgeous, net, polyester.",Negative,चोली का फैब्रिक पॉलिएस्टर है जबकि इसके टैग में कॉटन लिखा है।
Home,Appliances,Home theater,Multimedia players,Woodman,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Speaker connectivity,Positive,"वीडियो आउटपुट के लिए ब्लूटूथ, यूएसबी और यहां तक कि एचडीएमआई जैसी सभी प्रकार की कनेक्टिविटी है। स्पीकर ब्लूटूथ के माध्यम से भी कनेक्ट होते हैं और जरूरत पड़ने पर कार के बाहर भी ले जाए जा सकते हैं।"
Education,Books,Children's book,Bed-time stories,Brave and Brilliant Girls from Around the World,"fantasy, mythological, fairy tales, simple language, Content (Difference of opinion on the content)",Content,Negative,"उन पैरेंट्स के लिए नहीं है जो युद्ध की कहानियों को पसंद नहीं करते। मुझे इस पुस्तक का शीर्षक बहुत पसंद आया और मैंने इसे अपनी 7 साल की बेटी के लिए खरीदा, लेकिन दो चैप्टर्स पढ़ने के बाद पढ़ना बंद कर दिया जिसमें युद्ध के नायकों को रोल मॉडल के रूप में चित्रित किया जा रहा था।"
Home,Appliances,Home theater,Tower speakers,Mivi,"speaker connectivity, speaker feature, wattage, audio output mode, Woofer",Wattage,Positive,"100 वॉट स्पीकर और ब्लूटूथ कनेक्टिविटी के साथ सीपीएमई जिसका आउटपुट घर पर इस्तेमाल के लिए बढ़िया है। चाहे कोई पार्टी हो या कोई गेदरिंग हो, स्पीकर्स अच्छी साउंड वाइब्स के साथ स्पेस कवर करते हैं।"
Education,Books,Children's book,Comics,Chacha Chaudhary,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles",Short stories,Negative,"यह अब तक की सबसे बेकार बुक है। आपको अपना 30 रुपये बर्बाद नहीं करने चाहिए, कवर पेज दिलचस्प है लेकिन कहानियां बहुत छोटी हैं।"
Entertainment,Amusement,Auditoriums,Cinema hall,ESquare Cinemas,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Multiplex,Negative,"""इस सिनेमा में न जाएं। पिछले कुछ सालों में यह बहुत बेकार हो गया है। बहुत ही खराब अनुभव!"""
Baby Products,Baby,Clothing,Winterwear (boys and girls),Monte Carlo,"cotton/wool, soft fabric, wash care","wool, wash care",Negative,स्वेटर धोने और मेंटेन रखने में मुश्किल है। सिर्फ एक बार इस्तेमाल से बहुत सारी पाइलिंग होती है और मुझे हर बार इसे गंदा होने पर ड्राई-क्लीनिंग के लिए भेजना पड़ता है।
Entertainment,Amusement,Parks,For children,IISER Children's Park,"entry price, rides and attractions, developmental activities,Play area,maintenance",rides and attractions,Positive,"इसमें बच्चों के लिए झूले लगे हैं। इसमें बच्चों के मनोरंजन के लिए स्लोप्स, सी-सॉ, मैरी गो राउंड, रेत, घास, बेंच और बहुत सी चीजें हैं। कुल मिलाकर अमेज़िंग राइड्स और अट्रैक्शंस।"
Entertainment,Apps,Social Media,Discussion forums,Medium,"listen in, share your thoughts, host discussions, debate on political, social, current affairs and other matters of interest","share your thoughts, other matters of interest",Positive,यह अन्य लोगों के साथ जानकारी शेयर करने के लिए एक बेहतरीन जगह है। मैं अक्सर इसे पढ़ता हूं क्योंकि इसमें मेरी रुचि के सभी मुद्दे शामिल है और आर्टिकल पढ़ने में आसानी को ध्यान में रखते हुए लिखे गए हैं ताकि आप जानकारी को जल्दी से प्रोसेस कर सकें।
Entertainment,Apps,Social Media,messaging apps,Viber,"private, secure, end-to-end encryption, free voice and video callling, group chat, stickers",Free Vocie and video calling,Positive,मैं क्रिस्टल-क्लियर ऑडियो और वीडियो कॉल से हैरान हूं। अधिकतम 20 लोगों के साथ ग्रुप वीडियो कॉल की सुविधा आपके प्रियजनों को एक साथ देख पाना सोने पर सुहागा है
Home,Appliances,Fan,Table fan,Piesome,"small, compact, mobile, sweep size, air delivery speed, no of blades",Small/Compact,Negative,पाईसम घर के इस्तेमाल  के लिए व्यापक टेबल फैन्स का उत्पादन कर रहा है। लेकिन छोटे घरों में फैन का साइज फिट नहीं होगा।
Entertainment,Movies,Genres,Animation,Moana,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing",Fairy tale,Negative,"अगर आप ट्रेलर देखें, तो यह एक परी कथा की तरह दिखता है, लेकिन फिल्म देखने के बाद ही आपको पता चलता है कि वास्तव में ऐसा नहीं है। यह मेरे बच्चे के लिए बिलकुल भी ठीक नहीं थी।"
Entertainment,Movies,Genres,Musical,Gully Boy,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming",Singers,Negative,ऐसा लगता है कि गायक एक-दूसरे पर कुत्तों की तरह भौंक रहे थे और चिल्ला रहे थे!
Health/Wellness,Personal Care,body,body wash,Biotique Bio Apricot refreshing body wash,"natural ingredients, cruelty-free",hydrated and glowing skin,Positive,"बॉडी वॉश सारी गंदगी, धूल, तेल और जमी हुई गंदगी से स्किन को प्रभावी ढंग से साफ करता है और इसे ताजा, मुलायम और चिकना महसूस कराता है!"
Entertainment,Movies,Genres,Science-fiction,Outbreak,"superhero, masterpiece, amazing, genius, settings and visual effects, intriguing, phenomenal, stupenduous characters",Settings and visual effects,Negative,"जब आप इबोला जैसी महामारी का चित्रण कर रहे हैं, तो ऐसे बेकार विज़ुअल कोई असर नहीं डालते हैं और न ही वे असली दिखते हैं।"
Hobbies,Photography,Camera accessories,Cases and bags,Arctic Fox shutter basics,"well padded, pockets (dividers), comfy, camera video camera combination bag, material, waterproof",pockets,Negative,पॉकेट छोटे हैं और कैमरा एक्सेसरीज के अनुसार अलग नहीं होते हैं
Hobbies,Music,Instruments,Keyboards and Piano,Akai Professional MPK 249,"dimensions, number of keys, tuning pins, bridge material, pedals, soundboard, sound qualiy",Soundboard,Positive,"की (key) और ड्रम पैड बजाने में आसान हैं और यह बजते समय डायनामिक्स के लिए भी अच्छी प्रतिक्रिया देते हैं, ड्रम पैड एडजस्ट करने में आसान हैं।"
Baby Products,Baby,"Baby bath, skin and grooming",Shampoo,Chicco,"chemical free, no tears, Ph balanced and hypoallergenic","Hypoallegenic, fragrance",Positive,मेरे बेबी को यह शैम्पू बहुत पसंद है। मेरे बेबी की आँखों में इससे बिलकुल जलन नहीं होती।
Baby Products,Baby,"Baby bath, skin and grooming",Soap,Himalaya,"chemical free, mild, no tears, clinically tested, maintains natural moisture","Natural mositure, chemical free",Negative,"विज्ञापनों में किए गए दावे बहुत ही गलत हैं। इनका दावा है कि ""नो टीयर्स"" लेकिन इससे आंखों में जलन होती है।"
Pets,Dogs,Grooming,Deodorizers,First Pet,"ayurvedic, scent, fresh, vet recommended",bad smell,Negative,इससे बहुत बदबू आती है।
Entertainment,Apps,Social Media,Blogging/ Micro-blogging,Wordpress,"professionally designed themes, turn your site into a store, find your fans, domains for anything, serious security",turn your site into a store,Positive,उनकी टीम से मिले सपोर्ट ने मुझे हक्का- बक्का कर दिया। मैं आसानी से अपनी साइट को स्टोर में बदल सकता हूं और सिर्फ एक हफ्ते में अपने खुद के डिज़ाइन किए गए प्रोडक्ट्स को बेचना शुरू कर सकता हूं। बस मुझे जो ट्रैफिक मिल रहा है उससे मैं हैरान हूं।
Hobbies,Music,Instruments,"Guitars, basses and gears",Ovation Timeless Legend,"neck profile, fretboard's radius, tuner holes, neck heel width and mounting, harmonics and tone, classical/electric/acoustic/bass guitar",Classical Guitar,Negative,ट्रडीशनलिस्ट के लिए इसकी नैक बहुत पतली है।
Pets,Dogs,Food,Dry food,Royal Canin,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","intense growth controlled energy, immune system support, bone & joint support",Positive,यह बड़े ब्रीड पप्पीज़ में पहले ग्रोथ फेज़ के दौरान हाई ग्रोथ रेट को सपोर्ट करने में मदद करता है और अतिरिक्त वजन बढ़ने से बचने में मदद करता है। यह पपी के नेचुरल डिफेंस को भी सपोर्ट करता है।
Office,Furniture,Seating,Ergotouch chairs,INNOWIN,"lumbar support, cushioning, durability, cost, revolving, net and metal Add: back rest recline, squeaky sounds, looks, ","looks, durability",Positive,"""ब्रांड क्लासी और एलिगेंट डिजाइनों के लिए जाना जाता है जो आपके इंटीरियर में और जान डालते हैं। इस्तेमाल  की जाने वाली सामग्री बेहतरीन क्वालिटी की है इसलिए यह न केवल अच्छी लग रही है बल्कि टिकाऊ भी है; वर्किंग प्रोफेशनल्स के लिए एक बहुत अच्छी इन्वेस्टमेंट है। """
Education,Books,Audiobooks,Solo narration,Audiobooks,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Acting,Positive,द गर्ल इन रूम' पढ़ने लायक है और मैं इसे रेकमेंड करता हूँ। पूरी रीडिंग के दौरान बहुत ज़्यादा रोमांचित और नरेटर की एक्सीलेंट एक्टिंग स्किल्स के कारण परफॉरमेंस का खास अनुभव।
Home,Appliances,Air-condition,Central AC,Videocon,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",capacity,Negative,"ये अधिकतम 2.0 टन क्षमता के साथ आते हैं। इसे बड़े क्षेत्र के लिए अधिक संख्या में एसी की आवश्यकता होती है, जो कि कम लागत में प्रभावी हो।"
Entertainment,Movies,Genres,Animation,Despicable Me 3,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing","interesting characters, amazing",Positive,मिनियन्स और ग्रू के दिलचस्प पात्र वास्तव में अपने जुड़वां भाई विलने के पास वापस जा रहे हैं जिसके बारे में उन्हें कभी नहीं पता था कि उनका भाई है। बस एक अमेजिंग एक्सपीरियंस।
Education,Books,Audiobooks,Solo narration,Libbi App,"voice, acting, modulation, pitch, sound quality, tone, pronunciation",Pitch,Negative,"नरेशन की वजह से पूरी कहानी बर्बाद हो गई। दुर्भाग्य से, नरेटर ने पूरी कहानी में एक ही पिच का इस्तेमाल किया है जिससे कहानी पर ध्यान दे पाना असंभव है।"
Entertainment,Movies,Genres,Musical,Ae Dil Hai Mushkil,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming","Fresh, lyrics, tuneful,",Positive,"म्यूजिकज़बरदस्त, वर्सटाइल और फ्रेश है! प्रीतम ने इसमें कुछ जबरदस्त धुनों को बजाया है और अमिताभ भट्टाचार्य के लिरिक्स आत्मा को हिला देने वाले हैं।"
Fashion,Beauty,Fragrance,Deodorants for women,Nivea fresh natural deodorant,"alcohol free, skin whitening, odour control, long lasting, fresh and active, skin friendly",Odour control and long lasting,Positive,यह कम से कम चार घंटे तक ओडोर को कंट्रोल करता है। मैं पिछले एक साल से इसका इस्तेमाल कर रहा हूं और मैं इसकी ज़्यादा देर तक टिकने वाली खुशबू से संतुष्ट हूं।
Education,Books,Children's book,Story books,Aesop Fables,"moral stories, stories with colourful pictures, simple language, illustrations to add fun, Price",Morals,Negative,"यह वास्तविक कहानियां हैं और यही समस्या भी है, जिसमें मौत और एक दूसरे पर हमला करने वाले जानवर शामिल हैं। जो कि नैतिकता सिखाने का सबसे अच्छा तरीका नहीं है। मुझे इन 20 किताबों में से 7 को अलग रखना पड़ा, क्योंकि मुझे लगा कि मेरा 2 साल का बच्चा ऐसे उदाहरणों के लिए तैयार नहीं है।"
Entertainment,Movies,Genres,Musical,Yesterday,"fresh, singers, excellent compositions, melody, classical, lyrics, hiphop, sufi, musical genius, inspiring, tuneful, heartwarming","Singers, heartwarming",Positive,"इस फिल्म में बहुत ज़्यादा क्रिएटिविटी और इमेजिनेशन दिखाई गई है और सिंगर भी बेहतरीन है! और साथ ही, यह मजाकिया भी है और बीच में रोमांचक और दुख से भरी भी है।"
Pets,Dogs,Health supplements:,Dental care,TRIXIE,"plaque removal, fresh breath, chewy teeth cleaner,","Tar removal, Fresh breath, Dental hygiene",Positive,टार को हटाता है और सांस को तरोताजा करता है। बोन मील दांतो की रखवाली को आसान बनाता है।
Transportation,Surface,Railways,Local trains,Western line Mumbai,"Cleanliness, punctuality, safety, daily/monthly pass",Punctuality Cleanliness,Negative,प्लेटफार्म ज़्यादा साफ नहीं हैं।
Entertainment,Apps,Social Media,messaging apps,Messenger,"private, secure, end-to-end encryption, free voice and video callling, group chat, stickers",Free vocie and video calling,Negative,बहुत ही बकवास ऐप। जब भी मैं वीडियो कॉलिंग करने की कोशिश करता हूं तो ऐप धीरे चलने लग जाती है या फिर स्क्रीन फ्रीज हो जाती है।
Health/Wellness,Personal Care,body,lotion/body butters,Vaseline Total Moisture,"season/climate, fragrance","season/climate, skin types, fragrance, moisturizing",Positive,त्वचा को लंबे समय तक हाइड्रेट रखता है और स्किन में आसानी से अब्सॉर्ब हो जाता है
Home,Appliances,Air-condition,Central AC,Voltas,"combined evaporator, condenser, and compressor, capacity, coil material, wifi",combined evaporator,Positive,"वोल्टास सेंट्रल एसी जो एक कंबाइंड इवेपोरेटर के साथ आता है, अधिक एनर्जी एफ्फिसिएंट है क्योंकि यह कूलिंग और हीटिंग दोनों प्रक्रियाओं के लिए एक यूनिट का इस्तेमाल  करता है।"
Education,Books,Children's book,Comics,Tinkle,"pictures, cartoon characters, Comic strips, Short stories, colourful, fables, fairy tales, puzzles",Pictures,Negative,मैंने रेटिंग के कारण इस बुक को खरीदा और मैं बेहद निराश हूँ! कहानी पढ़ने के दौरान इसमें बच्चों को देखने के लिए ज़्यादा चित्र नहीं हैं।
SPORTS/GAMES,Equipment,badminton,rackets,Cosco,"carbon frame, flexible shaft, even balance, hitting power, light-weight, durable, robust, grip, price",Durable & Flexibility,Negative,हाल ही में कोस्को रैकेट खरीदने वाले कई ग्राहक फ्लेक्सिबल शाफ्ट की कमी की शिकायत कर रहे हैं।
Entertainment,Movies,Genres,Tragedy,Haider,"serious, storyline, performances, emotional, moving, heart breaking",Storyline,Negative,"ऊटपटांग बकवास  फिल्म । उन्होंने स्ट्रॉय के माध्यम से भारतीय सेना को बुरा दिखाया है और पूरी फिल्म में पुरुष एक्टर के माध्यम से आतंकवादियों के प्रति सहानुभूति दिखाई गई है। """
Education,Books,Audiobooks,Fully voiced reading,Over Drive,"several characters, distinct voice, Pitch, Sound quality, Acting",Several characters,Negative,कई किरदारों ने 'द स्टोरीटेलर' ऑडियोबुक को भयंकर सपना बना दिया है। यह इतनी कन्फ्यूजिंग और बोरिंग है कि मैंने थोड़ी देर के बाद इसे सुनना बंद कर दिया।
Health/Wellness,Living,Stay/ Experience,Homestay,Orchards House - The Hidden Tribe (Manali),"Friendly hosts, homely food, ambience, calm and serene, location, safety, TV, AC/non AC, wifi, parking, affordable rates","Ambience, affordable rates, location",Negative,"अधिकांश जगह कुत्ते के बालों से प्रभावित है, जिसमें सामान्य स्थान के सोफे और टेबल भी शामिल हैं, यहां तक ​​कि डॉर्म में भी क्योंकि कुत्ते खाने (तीन की संख्या में) के पीछे भागते हैं; यह जगह काफी हद तक झाड़ियों के अंदर है जहां आपको अपना लगेज सीढ़ियों तक ले जाना पड़ता है। इसके अलावा, पुराने मनाली के किसी भी अन्य कैफे की तरह भोजन की कीमत थोड़ी ज़्यादा है।"
Hobbies,Photography,Camera accessories,Tripod,AmazonBasics,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator","cellphone holder, level indicator, multilevel locking",Negative,"भारी लेंस वाले कैमरा और मोबाइल फोन के साथ कम्पेटिबल नहीं है, केवल 3 लेवल लॉकिंग और कोई लेवल इंडिकेटर नहीं है।"
Entertainment,Apps,Entertainment,Content creation apps,Canva,"illustrations, ad-making, participate in challenges, trending, instant shoot and post, advanced editing, viral dialogues","ad-making, Illustations, trending",Positive,"यह बैनर, फ़्लायर और वीडियो एडिटिंग के लिए बहुत सारे टेम्पलेट्स और इलूस्ट्रेशन के साथ इस्तेमाल  किया जाने वाला सबसे अच्छा और मुफ्त ट्रेंडिंग ऐप है।"
Home,Appliances,Air cooler,Window air coolers,Hindware,"saves floor space, suitable for kid's room/hostel room, cool tank capacity, controller type, Noise Levels, Design, Takes more space",Saves floor space,Positive,"हिंडवेयर का विंडो एयर कूलर का डिजाइन स्लीक है और यह बहुत जगह बचाता है। एक ऐसे कमरे के लिए जहां मेरे कमरे की तरह भरा रहता है, उसके लिए यह एक वरदान की तरह है।"
Fashion,Beauty,Fragrance,Eye concealer,Lakme Absolute White Intense SPF 20 Concealer Stick,"dark circle treatment, even tone",Cakey consistency,Negative,"मुझे नहीं मालूम कि इस कंसीलर में इतनी ड्राई और केकी कंसिस्टेंसी क्यों है। यदि आपकी स्किन टाइप ड्राई है, तो इसे खरीदने के बारे में सोचें भी मत!!!"
Hobbies,Photography,Camera accessories,Light box,Boxtudio,"portable, wide application, filter harmful lighting, material, lighting",Material,Negative,"डिफ्यूज़र लेंस के साथ बिल्ट-इन वाटरप्रूफ एचडी एलईडी पॉलिमर (एक्रिलिक + प्लास्टिक) मटेरियल-बेस्ड बिल्ड, लंबे समय तक चलने वाली नहीं है।"
Hobbies,Photography,Camera accessories,Lens cap,Hanumex,"durability, dust and scratch resistent",Dust,Positive,यह धूल से बचाता है क्योंकि यह कैमरा लेंस पर कसकर फिट बैठता है।
Baby Products,Baby,Clothing,Lehenga choli,Biba,"cotton/polyester/net, gorgeous/plain printed, wash care","gorgeous, net, polyester.",Positive,मुझे ऑनलाइन ऑर्डर करने में डर लग रहा था लेकिन लेहंगा-चोली सेट बहुत खूबसूरत लग रहा है और नेट क्वॉलिटी भी बहुत अच्छी है!!
Fashion,Beauty,Fragrance,Roll-on,Good Vibes Vitamin C Glow Deo roll on,"alcohol free, skin whitening, odour control, long lasting, fresh and active",Cell regenration,Negative,"सेल रिजनरेशन के इस रोल-ऑन के दावे का रिजल्ट देखने का इंतजार कर रही हूँ क्योंकि मैंने इसे इस्तेमाल  करने के बाद कोई खास अंतर नहीं देखा है। हालांकि यह फ्रेश है और काफी समय तक रहता है, लेकिन मेरी अंडर आर्म स्किन टोन में कोई बदलाव नहीं आया है।"
Hobbies,Photography,Camera accessories,Batteries and chargers,PhotoCare Foton NP-BX 1,"capacity, rechargeable, smart IC, BIS certified, safe, battery life","capacity, rechargeable",Positive,"जेन्युइन क्वालिटी नहीं है और यह रिचार्जेबल है, 29900 mAh, लंबे समय तक चलने वाली, बैटरी लगभग सभी मॉडलों को सपोर्ट करती है।"
Education,Books,Children's book,Picture books,101 Panchatantra Stories,"cute cover design, colourfull, activity oriented, educational development, Attractive pictures, Price",Colourfull,Positive,यह वास्तव में अच्छी और छोटी कहानियों के साथ खूबसूरती से चित्रित और रंगीन है जो क्लासिक पंचतंत्र हैं। सभी कहानियों के अंत में नैतिक संदेश दी जाती है। इसे बेजिझक खरीदें।
Entertainment,Movies,Genres,Romantic,Passangers,"love story, performance, chemistry, emotional, heart touching storyline, plot twists","Love story, Storyline and Performances",Positive,"यदि आप इसे अकेलेपन की दृष्टि से देखते हैं तो यह फिल्म जीवन की एक समकालिक उदासी है। प्यार, अंतरिक्ष यात्रा का अनुभव, रोमांच, मानवता, जीवन और मृत्यु, और एक बेहतरीन स्क्रीनप्ले है जो दर्शकों को फिर से फिल्म देखने और फिर से जीवन की उदासी को महसूस करने के लिए मजबूर करती है।"
Hobbies,Photography,Camera accessories,Filters,K&F CONCEPT,"infrared, skylight/UV, polarizing, thread size, coating, diameter, material","thread size, coating, material",Positive,"67 mm थ्रेड साइज, ग्रीन कोटिंग और ऑप्टिकल ग्लास हाई क्वालिटी का है।"
Fashion,Beauty,Fragrance,Deodorants for men,Treewear Forest Fragrant Natural Deodorant,"no gas deo, odour control, long lasting, fresh and active","Paraben free, natural and handmade",Positive,"चूंकि यह पैराबेन फ्री, अल्कोहल फ्री और एल्युमीनियम फ्री है, इसलिए मैं इसे रोजाना इस्तेमाल करना पसंद करता हूं। इसमें एक अच्छी नेचुरल खुशबू है जो कि काफी लंबे समय तक रहती है।"
Transportation,Surface,Railways,Local trains,"Central line, Mumbai","Cleanliness, punctuality, safety, daily/monthly pass",Punctuality Cleanliness,Positive,प्लेटफार्म और कोच हमेशा साफ-सुथरे रहते हैं।
Building Material,Construction,Binding material,Cement,Magnesium Phosphate Cement,"fineness, strength, durability, resistance to wet and thermal cracking, cost, application, storage, setting time",Resistance to wet,Negative,इसकी वॉटर रेजिस्टेंस बहुत खराब है।
Pets,Dogs,Health supplements:,Dental care,TRIXIE,"plaque removal, fresh breath, chewy teeth cleaner,",Chemicals,Negative,इसमें टेट्रासोडियम पायरोफॉस्फेट होता है जो कुत्तों के लिए बहुत जहरीला है।
Baby Products,Baby,Hygiene,Laundry detergent,Mee Mee,"Biodegradable and anti-bacterial, phosphate free, unscented, removes stains","unscented, biodegradable, removes stains",Positive,"इस प्रोडक्ट की अनसेंटेड क्वालिटी सबसे अच्छी है, खासकर न्यू मॉम्स के लिए क्योंकि उस वक़्त उनकी सेन्सेस स्मेल के लिए काफी बढ़ी हुई होती है। मै इसकी सलाह अवश्य देती हूँ।"
Hobbies,Music,Audio Input,Microphone,AT2021,"frequency response, self-noise, sensitivity, polar response, maximum sound pressure level,background audio,recording quality",Polar pattern,Negative,कंडेनसर माइक इसे उन क्षेत्रों में अनुपयुक्त बनाता है जहाँ बहुत सारी नेचुरल साउंड्स होती हैं
Transportation,Air,Flights,Domestic,Air Asia,"Cleanliness, hassle-free booking, safety, punctuality, luggage allowance, insurance, zero cancellation fees, affordable rates",Rates Cleanliness,Positive,"""शायद सबसे किफायती क्योंकि उनके पास सबसे बड़ी फ्लीट है। """
Education,Books,Children's book,Painting,Colour With Crayons Book 1 for Kids Age 1 -6 Years,"figure drwaing, colouring book, adorable designs, bold thick outlines, Cost/Price, Quality","Bold thick outlines, Colouring book",Positive,बोल्ड और मोटी आउटलाइन्स के साथ नन्हें कलाकारों के लिए 16 चित्रण। यह कलरिंग बुक इससे बेहतर नहीं हो सकती थी।
Home,Appliances,Fan,Table fan,Ibell,"small, compact, mobile, sweep size, air delivery speed, no of blades",Mobility,Negative,"आईबेल के टेबल फैन्स हल्के और कॉम्पैक्ट हैं, लेकिन मोटर पावर बहुत ज़्यादा है। हालांकि इसे कैरी आसान है, लेकिन जब स्विच को हाई स्पीड पर किया होता है तो फैन अपने आप चलता है।"
Fashion,Beauty,Fragrance,Eye concealer,Maybelline New York Fit Me Concealer,"dark circle treatment, even tone",,Negative,मुझे लगता है कि मुझे जेन्युइन प्रोडक्ट मिला है नहीं। अप्लाई करने पर कंसिस्टेंसी लाइट शेड में बदल जाती है। लगता है कि अब मार्किट में इस ब्रांड की डुप्लिकेट कॉपीज़ उपलब्ध हैं।
Pets,Dogs,Grooming,Grooming clippers,EZLife,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer","Stainless steel, durable",Positive,"यह पालतू जानवरों के बालों को रस्ट या टैंगल नहीं करता है, बल्कि उन्हें सफाई से क्लिप करता है, और यह अत्यधिक टिकाऊ है।"
Entertainment,Apps,Entertainment,Podcasts,KuKu FM,"free-trial, offline access, recommendation based on interests, popular and trending shows in comedy, news, sports and more","popular and trending shows in comedy, news, sports and more",Negative,सर्च करने पर ऐप ज़्यादा अच्छे शो नहीं दिखाती और होम स्क्रीन पर शो नहीं होते। कुछ ऑडियोबुक के बारे में आपको ऐड के जरिए पता चल जाता है।
