GENERIC CATEGORIES,CATEGORY,SUB-CATEGORY,PRODUCT,BRAND,ASPECTS,ASPECT COMBO,LABEL,INDIC REVIEW
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Fortune Chakki Fresh,"chakki atta, no additives, fiber rich","Chakki atta, Fiber-rich",Negative,फायबरने समृद्ध आट्यांमध्ये फॉर्च्युन चक्की फ्रेश आटा हा शेवटचा पर्याय असला पाहिजे.
Pets,Dogs,Grooming,Deodorizers,Boltz,"ayurvedic, scent, fresh, vet recommended","masks odour, long lasting",Positive,हे प्राण्यांचा दुर्गंध पूर्णपणे झाकते आणि हे दीर्घकाळ टिकणारे आहे.
Home,Appliances,Home theater,Multimedia players,Creto XN,"bluetooth/dolby/voice control, speaker connectivity, audio output mode, speaker feature",Dolby output,Positive,स्थानिक ब्रँडमध्ये दुर्मिळ असलेले वैशिष्ट्ये देते. डॉल्बीच्या सराऊंड इफेक्टसह साऊंड आऊटपुट आणि बेस अप्रतिम आहे.
Entertainment,Movies,Genres,Animation,Despicable Me 3,"gorgeous visuals, stunning backdrop, interesting characters, visual treat, fairy tale, amazing","Visual treat, stunning backdrop",Negative,"मी या चित्रपटाची शिफारस करणार नाही कारण यात कोणतीही असाधारण गोष्ट नाही. व्हिज्युअल गंमत शून्य आहे, काही दृश्ये नाहीत, अतिशय सामान्य पार्श्वभूमी आहे."
Home,Appliances,Fan,Table fan,Baltra,"small, compact, mobile, sweep size, air delivery speed, no of blades",Mobility,Positive,बाल्ट्राचा टेबल फॅन घरगुती वापरासाठी कमी वजनाचा पंखा आहे. तुम्ही फारसे कष्ट न घेता तो कुठेही घेऊन जाऊ शकता.
Hobbies,Cycling,Bicycles,mountain bikes,Montra Trance Pro,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility","Suspension, Alloy frame",Negative,"स्टील रिजिड फोर्क, मागचा ब्रेक पटकन रिलिज होत नाही"
Education,Books,Audiobooks,Fully voiced reading,Google play books,"several characters, distinct voice, Pitch, Sound quality, Acting",Several characters,Positive,संपूर्ण आवाजांमध्ये केलेले या पुस्तकाचे वाचन ऐकण्याचा एक वैशिष्ट्यपूर्ण अनुभव तयार करते. मला वाटते यामुळे ऐकणाऱ्याला प्रत्येकाचा मागोवा ठेवण्यास मदत होते कारण यात अनेक पात्रे आहेत.
Home,Appliances,Air-condition,Window AC,Lloyd,"copper condenser, dust filter, capacity, coil material, evaporator",Evaporator,Negative,इव्हॅपोरेटर इतका छोटा आहे की खोलीतली उष्णता शोषून घेण्यात तो प्रभावी ठरत नाही. आणि त्याचा आकार कंडेन्सरच्या आकाराशी सुसंगत वाटत नाही.
Entertainment,Apps,Entertainment,Podcasts,Pocket FM,"free-trial, offline access, recommendation based on interests, popular and trending shows in comedy, news, sports and more","Popular and trending shows in comedy, news, sports and more",Positive,"आपल्याला आवश्यक असलेल्या सर्व गोष्टींचे संकलन! यात भारतीय रेडिओ शो, भारतीय कथा किंवा भारतीय कहाण्या, रोमान्स आणि प्रेम, हॉरर, थ्रिलर, रहस्य, स्वयं-मदत, प्रेरणादायक पुस्तके, व्यवसाय आणि गुंतवणूक, अध्यात्म, धार्मिक, आरोग्य, ऑडिओ सारांश, चरित्र आणि इतर अनेक श्रेणींचा समावेश असलेली भारतीय ऑडिओ पुस्तके आहेत."
Hobbies,Music,Instruments,"Guitars, basses and gears",Vault LP1 Les Paul Style Electric Guitar,"neck profile, fretboard's radius, tuner holes, neck heel width and mounting, harmonics and tone, classical/electric/acoustic/bass guitar",Electric Guitar,Negative,"वजनात काहीही दिलासा नाही, फॅक्टरी सेटअप चांगला नाही."
Transportation,Surface,Roadways,Bus,Khurana travels,"Connectivity, hassle free online booking, sleeper/semi sleeper, ac/non ac",Connectivity Sleeper,Positive,“राज्यातील विदर्भ आणि मराठवाडा भागाशी चांगल्या प्रकारे कनेक्टेड आहे. जवळ जवळ सर्व मुख्य शहरांची गरज भागवते.”
Pets,Dogs,Supplies,Dog apparels,FETCHER,"dress/shirt, soft breathable material, half sleeves/sleeveless, pet comfortable raincoat with detachable hood",color fades away,Negative,शर्टचा रंग फिकट होत जातो.
Hobbies,Cycling,Bicycles,mountain bikes,Montra Trance Pro,"suspension, gears, warranty, ergofit, frame, mudguards, cost, lightwieght, parts availibility","Suspension, Alloy frame",Positive,"डबल वॉल असलेले अलॉय व्हील्स, मजबूत आणि लवचिक फ्रेम"
Home,Appliances,Inverter,Modified square wave,Microtek,"most of the equipments, less efficient, more affordable, noise, not supporting some devices, Cost-efficient for small homes",Cost-efficient for small homes,Positive,छोट्या घरांसाठी हा इन्व्हर्टर सुटसुटीत आणि स्वस्त आहे. हा सर्व सामान्य उपकरणांना सपोर्ट करतो आणि याची किंमत कमी आहे.
Travel,Bags and luggage,Bags,School bag,Fastrack,"polyester/canvas, unisex, design, waterproof, no of pockets",Poor quality materials,Negative,उत्पादनाची किंमत कमी करण्यासाठी हे लोक कमी दर्जाचे साहित्य वापरतात ज्यामुळे उत्पादनाचा दर्जा कमी होतो.
Entertainment,Amusement,Auditoriums,Cinema hall,Cinepolis,"single screen/multiplex, dolby sound, seating capacity, ac/non-ac, effects(3D/7D), seat recliner",Sound,Negative,"मी स्क्रीन 1 वर चित्रपट बघत होतो आणि दुसर्‍या स्क्रीनवर चालू असलेले मोठ्या आवाजातले गाणे मला ऐकू येत असल्यामुळे माझ्या चित्रपट बघण्याच्या अनुभवामध्ये व्यत्यय येत होता!!! कल्पना करा, तुम्ही तिकिटावर एवढे पैसे खर्च करता आणि तुम्हाला असा अनुभव येतो. माझ्या चित्रपटाचा संपूर्ण विचका झाला."
Education,Books,Children's book,Painting,"Drawing & Painting Course (With Cd): Learn How to Draw Lines, Sketches, Figures","figure drwaing, colouring book, adorable designs, bold thick outlines, Cost/Price, Quality",Figure drawing,Positive,"मुलांना रेषा, आकृत्या, स्केचेस काढायला शिकण्यासाठी एक अप्रतिम पुस्तक. तर, हे पुस्तक खास त्यांच्यासाठी तयार करण्यात आले आहे ज्यांना हसत-खेळत कला शिकायची आहे आणि त्यात प्राविण्य मिळवायचे आहे."
Pets,Dogs,Supplies,Leashes,SR SUREADY,"basic/double/training, padded, length,","cushioned handle, length, reflector feature",Positive,पकडण्याच्या बाजूला चांगले कुशन असलेली ही एक बरी लिश आहे. ही जास्त लांब किंवा जास्त छोटी नाही. संध्याकाळी प्रकाश कमी असताना चालायला गेल्यास याच्या रिफ्लेटक्टर या वैशिष्ट्याची मदत होते.
Education,Books,Children's book,Story books,Grandma's Bag of Stories,"moral stories, stories with colourful pictures, simple language, illustrations to add fun, Price","Moral, simple language",Positive,"मला हे पुस्तक खूप आवडले कारण प्रत्येक कथेच्या सुरुवातीला सुधा मूर्ती नातवंडांसोबत वेळ घालवत होत्या आणि त्या आपल्या नातवंडांना कथा का सांगत होत्या, असा एक भाग होता. प्रत्येक गोष्टीच्या शेवटी एक छुपा बोध असून तो थेट न लिहिता परिच्छेदात मिसळला आहे, तसेच तो अगदी सोप्या भाषेत लिहिला आहे."
Transportation,Surface,Railways,Local trains,Pune Lonavala local,"Cleanliness, punctuality, safety, daily/monthly pass",Punctuality Cleanliness,Negative,वक्तशीरपणाचा इतिहास अतिशय खराब आहे.
Hobbies,Music,Instruments,Keyboards and Piano,Fazley FKB-120 61-Note Keyboard,"dimensions, number of keys, tuning pins, bridge material, pedals, soundboard, sound qualiy",Sound quality,Negative,"स्पीकर्समध्ये नेहमी थोडा आवाज येतो, वाईट दर्जा"
Home,Appliances,Fan,Table fan,Opolar Mini,"small, compact, mobile, sweep size, air delivery speed, no of blades",Sweep size,Negative,"फायदे: काहीही नाहीत, तोटे: वैयक्तिक वापरासाठी. त्यामुळे स्वीपचा आकार खूप लहान आहे आणि वारा एखाद्या हेअर ड्रायरइतका येतो."
Home,Appliances,Air cooler,Tower air cooler,Orient,"sleek and elegant, height, cool tank capacity, controller type, looks, blower",Cool Tank Cpacity,Positive,"ओरिएंट टॉवर एअर कूलर्सच्या टाकीची क्षमता 12 लिटर्स आहे. तो रिफील न करता 2-3 दिवस चालतो, जे या प्रकारच्या लहान आकाराच्या कूलरकडून अपेक्षित नाही."
Transportation,Surface,Roadways,Taxi,Ola,"Affordable rates, experienced drivers, safety, cleanliness, insurance, emergency alert, local rides/ out-station bookings, online booking, digital wallets, pre/postpaid",Clenliness Safety,Negative,"""कंपनी ड्रायव्हर्सची व्यवस्थित तपासणी करत नाही. त्यांच्या वागण्यामुळे तुम्हाला कधीकधी अतिशय असुरक्षित वाटते."""
Entertainment,Apps,Social Media,Media sharing and bookmarking networks,Twitter,"share photos, videos, moments; discover recipes, home ideas, style inspiration and other ideas to try","share photos, videos, moments",Positive,"हा मला सापडलेला आतापर्यंतचा सर्वात प्रभावी बुकमार्किंग प्लॅटफॉर्म आहे, जो तुम्हाला फोटो, लहान व्हिडिओ, तुमचे विचार, मते, कल्पना मुक्तपणे शेअर करण्याची परवानगी देतो. त्याशिवाय, तुम्ही फक्त तुमच्या खात्यासह लिंक्स, इमेजेस आणि कंटेंट पोस्ट केले म्हणजे टेक्निकली तुम्ही त्या सर्वांना एकाच वेळी बुकमार्क केले असेल."
Food,Grocery,Biscuits and Cookies,digestive biscuits,Sunfeast Farmlite digestive biscuit,"sugar-free, 100% atta, more fiber, no cholesterol, no maida, zero trans fat","100% atta, no maida, no cholesterol, no trans fat, easy to digest",Positive,बिस्किट्स पूर्णत: आट्यापासून बनवली आहेत. ब्रेकफास्टमध्ये यांचा समावेश केल्यास ती पचायला सोपे आणि एनर्जीचा अतिशय चांगला स्रोत आहेत.
Vehicles,Automotives,Bikes,Commuter,Honda,"popular, young generation, fuel efficiency,","Reliability, long-lasting and fuel efficient vehicles, friendly for Indian roads, not good for long drives but only for daily commutes and having high maintenance costs.",Positive,"होंडा विश्वसनीय, जास्त काळ चालणार्‍या आणि इंधनाची बचत करणार्‍या मोटरसायकल्ससाठी प्रसिध्द आहे. त्यांचे जपानी तंत्रज्ञान भारतीय रस्त्यांसाठी अतिशय चांगले आणि योग्य समजले जाते. होंडाकडून अजून एक उत्कृष्ट बाईक"
Entertainment,Apps,Social Media,Media sharing and bookmarking networks,We Heart it,"share photos, videos, moments; discover recipes, home ideas, style inspiration and other ideas to try","share photos, videos, moments",Positive,"हे अतिशय क्रिएटिव्ह, सोपे आणि मजेदार आहे, खासकरून जर तुम्ही चित्रांचे आणि फोटोग्राफीचे चाहते असाल तर."
Transportation,Air,Flights,International,United,"luggage allowance, affordable rates, luxury, food, travel insurance, safety, customer service",Rates Food,Positive,"“अन्नाचा दर्जा चांगला आहे, भारतात येणाऱ्या फ्लाईट्समध्येसुद्धा.”"
Education,Books,Audiobooks,Full cast narration,Audible,"voice, acting, modulation, pitch, sound quality, cinematic feeling","Slow, Pitch",Negative,कमला दास यांचे माय स्टोरी हे एक महान पुस्तक आहे पण निवेदकाचा सपाट आवाज पुस्तक संथ आणि एकसुरी करतो.
Pets,Dogs,Food,Wet food,Blue Buffalo,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","High-quality protein to support healthy muscle maintenance, no artificial flavors or preservatives.",Negative,"माझ्या कुत्र्याला या अन्नामुळे स्वादुपिंडाचा दाह झाला. गंभीर अतिसार, आणि शेवटी विष्ठेतून रक्त पडते. माझा कुत्रा हे खाद्य खाल्ल्यानंतर ते ओकतो."
Pets,Dogs,Health supplements:,Dental care,Colgate,"plaque removal, fresh breath, chewy teeth cleaner,","Healthy teeth, Fresh breath",Positive,"तोंडातच जंतूंचा सामना करते आणि जंतूंना शरीरात प्रवेश करण्यापासून रोखते. दात किडणे, हिरड्यांचे आजार आणि श्वासाची दुर्गंधी रोखते."
Entertainment,Amusement,Parks,For public visit,Savitribai Phule Park,"entry price, various attractions and rides, food, greenary,Developmental activity,maintenance",Food,Negative,जवळपास खाद्यपदार्थांची दुकाने उपलब्ध नाहीत. तुम्हाला जवळजवळ 5 किमी दूर असलेल्या मुख्य रस्त्याला येऊन ती शोधावी लागतील.
Transportation,Surface,Railways,Metro,Nagpur metro,"Cleanliness, safety, time saving, affordable, well-maintained, voice instructions in multiple languages",Cleanliness voice instructions,Positive,अतिशय स्वच्छ आणि व्यवस्थित देखभाल केलेली.
Pets,Dogs,Food,Wet food,Cesar,"balanced, nutritious, yummy, strong bones and teeth, immunity booster, heathier and shiner coat, strong muscles","Complete and balanced, fortified with vitamins and minerals.",Negative,"कुत्र्याला खूप जास्त शौचास होऊ लागली (गालिच्यावर होणे) आणि त्यात अधिकाधिक श्लेष्मा येऊ लागला. तिने ते खाणे बंद केले, करण बहुतेक यामुळे तिला बबल गट्स होत असावेत. कुत्र्याने फक्त काही दिवस ते खाल्ले आणि त्याला अतिसार आणि उलट्या होत आहेत."
Hobbies,Music,Instruments,"synthesizers, samplers and digital instruments",JUAREZ Octavé JRK661 61-Key synthesizer,"range and versatility of sound, filter, sample types, modulation, scale types, memory, effect, sequencer, amp/envelope generator","versatility of sound,",Negative,"“61 कीज नमूद केलेल्या आहेत, पण यात फक्त 36 कीज आहात, त्यासुद्धा कमी दर्जाचा आवाज असलेल्या.”"
Home,Appliances,Air-condition,Window AC,Voltas,"copper condenser, dust filter, capacity, coil material, evaporator",Capacity,Negative,याची क्षमता फक्त 2 टन आहे. हा हॉटेलच्या खोल्या आणि स्वीट्स अशा व्यावसायिक गोष्टींसाठी कमी उपयुक्त आहे पण मध्यमवर्गीयांच्या घरांसारख्या छोट्या जागांसाठी जास्त उपयुक्त आहे.
Entertainment,Movies,Genres,Biopics,Saina,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate",Inspiring,Positive,"अप्रतिम आणि प्रेरणादायी चित्रपट, सर्व नवीन पिढीने अवश्य पहायला हवा असा, फोकस म्हणजे काय आणि तुम्ही जीवनाचे सर्वोच्च ध्येय कसे गाठू शकता, जर ही लहानशी मुलगी हे करू शकत असेल, तर तुम्ही तुमच्या जीवनात स्वतःला सर्वोत्तम का नाही बनवू शकत."
Food,Grocery,"Flours , food grains, dals and pulses",whole wheat atta,Shakti bhog atta,"chakki atta, no additives, fiber rich","No additives, chakki atta",Negative,शक्ती भोग आट्यामध्ये एका चांगल्या चक्की आट्याची कन्सीस्टन्सी किंवा दर्जा नाही.
Education,Books,Children's book,Painting,101 Dot To Dot Coloring: Fun Activity Book For Children,"figure drwaing, colouring book, adorable designs, bold thick outlines, Cost/Price, Quality",Price,Positive,मी हे 90 रूपयांना विकत घेतले आणि मला किमतीचा मोबदला मिळाला. हे तुमच्या मुलाला गुंतवून ठेवू शकते आणि यात रंगवण्यासाठी अनेक पाने आहेत.
Hobbies,Photography,Camera accessories,Tripod,Digitek DDR 550,"light weight, adjustable height, multi level locking and steady rubberized legs, multipurpose head, cellphone holder, level indicator","light weight, adjustable height, multi level locking",Positive,"उंची अॅडजेस्ट करता येणारा, मल्टी लेव्हल लॉकिंग असलेला  अॅल्युमिनियमपासून बनवलेला ट्रायपॉड आणि जलद रिलीज करत असल्यामुळे शॉट्सच्या दरम्यान जलद बदल होण्याचे सुनिश्चित केले जाते."
Hobbies,Photography,Camera accessories,Light box,Smiledrive,"portable, wide application, filter harmful lighting, material, lighting","Wide application, lighting",Negative,"व्यावसायिकांसाठी योग्य नाही, एलइडी लाईट्स फारशा तीव्रतेचे नाहीत आणि वैयक्तिक लाईट्स वापरायला प्राधान्य दिले जाते."
Entertainment,Movies,Genres,Action,The Northman,"action-packed, dangerous stunts, adventure, exciting, realistic fighting scenes, energetic performance","Action packed, exciting",Negative,"फारच कमजोर! काहीही ॲक्शन नाही, उत्साह नाही, ॲडव्हेंचर नाही, एक सर्वसाधारण, फावल्या वेळी शनिवारी रात्री पहायचा चित्रपट"
Home,Appliances,Inverter,Modified square wave,Genus,"most of the equipments, less efficient, more affordable, noise, not supporting some devices, Cost-efficient for small homes",Efficiency,Positive,"मिक्सर, टीव्ही, पंखे इ. सारख्या छोट्या डिव्हायसेसकरता हा  इन्व्हर्टर एकदम प्रभावी आहे. भारतीय ब्रँड म्हणून हे दुर्मिळ आणि चांगले आहे."
Entertainment,Movies,Genres,Science-fiction,Outbreak,"superhero, masterpiece, amazing, genius, settings and visual effects, intriguing, phenomenal, stupenduous characters","amazing, intriguing",Positive,"कोविडच्या काळात, यासारखा चित्रपट पाहणे हे थोडे भीतीदायक आहे. असे असले तरीही आपल्या वैज्ञानिकांचा प्रवास पाहणे अप्रतिम आहे."
Fashion,Beauty,Fragrance,Deodorants for men,Nivea Fresh Original Active Deo,"no gas deo, odour control, long lasting, fresh and active","Fresh and active, odour control",Positive,"याचा सुगंध आल्हाददायक आणि मंद आहे, जो शरीराच्या दुर्गंधीचे नियंत्रण करतो. त्याच्या ताजेपणामुळे मी तो दररोज वापरतो."
Entertainment,Apps,Entertainment,Games,Wood Block Puzzle,"various modes, action, racing, arcade, multi-player, puzzles",Puzzles,Negative,"गेममध्ये पिसेसची अजून विविधता असणे आवश्यक आहे, मला तेच आकार मिळत राहतात. खूपच जास्ती जाहिराती. तुम्ही नवीन फेरी सुरू करण्यापूर्वी एक जाहिरात दिसते आणि तुम्हाला गेममधून बाहेर पडता येण्यापूर्वीसुद्धा एक जाहिरात दिसते."
Home,Appliances,Fan,Pedestal fan,Anchor Ventus,"tall, oscillation feature, sweep size, air delivery speed, no of blades",Tall,Positive,"अँकरचा पेडेस्टल पंखा व्हेंटस 3 फूट उंचीचा आहे. त्यामुळे हॉल, लाऊंज इ. सारख्या थोड्याशा मोठ्या जागेत सुयोग्य वारा येतो."
Home,Appliances,Air-condition,Inverter AC,Croma,"AI Dual Inverter, AI Convertible 6-in-1 cooling, HD Filter with Anti-Virus Protection, auto clean, capacity, coil material, wifi",Auto clean capacity,Positive,"या एसीची ऑटो-क्लिनिंग क्षमता हे नुकतेच समाविष्ट केलेले नवीन वैशिष्ट्य आहे. यात फ्रॉस्टिंग, डीफ्रॉस्टिंग, धुळीची आणि जंतूंची स्वच्छता हेदेखील आपोआप होते."
Pets,Dogs,Health supplements:,Dental care,Goofy Tails,"plaque removal, fresh breath, chewy teeth cleaner,","Fresh breath, Healthy",Positive,"दात आणि हिरड्या चकचकीत, स्वच्छ आणि निरोगी दिसतात आणि वाटतात आणि श्वास ताजातवाना करते."
Health/Wellness,Food,Eats/Beverages,Restaurants,Food Station,"veg/non veg/vegan/jain, self/table service, bar attached, family friendly, quick service, various cuisines, affordable rates, parking, ambience","Quick service, affordable rates, ambience",Negative,"टेबल सर्व्हिस फारशी जलद नाही, त्यामुळे कधीकधी भूक मरून जाते. दिव्यांच्या मंद प्रकाशामुळे वातावरण काहीसे अंधारे आहे, तसेच विशेषत: मध्यमवर्गीयांच्या खिशाला जड असलेल्या किमती आहेत."
Entertainment,Movies,Genres,Biopics,Mahanati,"inspiring, motivational, real story, natural acting, casting, performance, remarkable, historically acurate",Casting,Negative,विजय देवरकोंडा आणि समांथा यांच्या भूमिका अनावश्यक आहेत
Education,Books,Children's book,Easy learning,Maths,"activity oriented, educational development (plant/animals/numbers and counting/human body), Quality, Cost/Price",Activity oriented,Positive,"माझ्या 5 वर्षाच्या मुलासाठी उन्हाळ्याच्या सुट्टीत उजळणी करण्याकरता आम्ही ते घेतले आहे आणि त्याला ते खूपच आवडते. आकर्षक संख्यांचे आकार, प्राण्यांची चित्रे असलेले हे एक ॲक्टिव्हिटीवर भर देणारे पुस्तक आहे."
Health/Wellness,Living,Stay/ Experience,Hotels/ Lodges,The Opus- A Boutique Hotel,"Single/double bed, safety, restaurant attached, TV, AC/Non AC, cleanliness, attached bathroom and toilet, ambience, location, wifi, parking, laundry service, price/billing","TV, attached bathroom and toilet",Negative,अधिकाऱ्यांनी कोणत्याही चॅनेल्सना सबस्क्राईब केलेले नाही त्यामुळे एकमेव पर्याय म्हणजे फक्त उपलब्ध असलेले स्थानिक चॅनेल्स सर्फ करणे. शॉवर आणि टॉयलेटची जागा थोडी मोठी असती तर चांगले झाले असते.
Fashion,Beauty,Fragrance,Perfume,Moi By Nykaa Epice Eau de Perfume,"unisex/men/women, long lasting smell","Women, Fragrance",Positive,"स्त्रियांसाठी असलेल्या या परफ्युममध्ये पिंक पेपरकॉर्न, रासबेरी, मास्क आणि ब्लॅकबेरीच्या सुगंधाचे मिश्रण आहे.  जर तुम्हाला तुमच्याभोवती थोडासा मसालेदार सुगंध आवडत असेल तर हा सुयोग्य आहे."
Education,Books,Audiobooks,Full cast narration,Scribd,"voice, acting, modulation, pitch, sound quality, cinematic feeling",Cinematic feeling,Negative,पर्मनंट रूममेट्स हा एक छान शो आहे पण पुस्तक कंटाळवाणे आणि रटाळ वाटते. ऑडीओबुकमधून आपल्याला चित्रकथेचा अजिबात आभास निर्माण होत नाही. अजिबात दर्जेदार नाही!!
Health/Wellness,Living,Stay/ Experience,Hostels,Bombay Backpackers Kolkata,"Bunk beds, dorms/female dorms, cleanliness, pocket friendly, safety, restaurant attached, wifi, good amenities, AC/non AC, hassle free online booking, convenient check-in and check-out time, food","Cleanliness, pocket friendly, safe, bunk beds,wifi, AC/non-AC, hassle free online booking, convenient check-in and check-out time",Positive,"कोलकत्ता, पार्क स्ट्रीट या सर्वात आकर्षक आणि आवडत्या पर्यटन स्थळी स्थित असलेले हे ठिकाण अतिशय स्वच्छ, सर्वांना परवडणारे, स्त्रियांसाठी सुरक्षित आहे, आणि खोल्यांमध्ये फक्त बंक-बेडची सोय आहे. ब्रकेफास्टला दिलेले खाद्यपदार्थ उत्तम आहेत, वाय-फाय कनेक्टीव्हिटीचा स्पीड चांगला आहे, एसी आणि नॉन-एसी खोल्यांसाठी कोणत्याही कटकटीशिवाय ऑनलाईन तसेच तिथल्या तिथे बुकिंग उपलब्ध, सोयीच्या चेक-इन आणि चेक-आऊट वेळेसह."
Home,Appliances,Fan,Table fan,Opolar Mini,"small, compact, mobile, sweep size, air delivery speed, no of blades",Small/compact,Positive,"ऑफिस केबिन्स, लहान दुकाने इ. सारख्या लहान जागांसाठी तयार केलेले छोटेखानी डिझाईन. हा इतका लहान आहे की तुम्ही एका लहान पिशवीतून घेऊन जाऊ शकता."
Pets,Dogs,Supplies,Dog beds,Bedsure,"soft, comfortable, reversible, washable, waterproof, breathable, cooling, polyester fabric","Cover washable, Soft, Durable, Cool",Positive,"पॉलिस्टर मऊ आहे आणि झिप असलेले कव्हर टिकाऊ, चांगल्या दर्जाचे असून साफ करायला सोपे आहे. हा पेट बेड तुमच्या कुत्र्याला हिवाळ्यात उबदार आणि उन्हाळ्यात थंड ठेवतो."
Health/Wellness,Personal Care,body,body wash,Aveeno Daily Moisturizing body wash,"natural ingredients, cruelty-free",hydrated and glowing skin,Negative,याचा वास चांगला नाही.
Pets,Dogs,Grooming,Grooming clippers,Qpets,"stainless steel, sharpness, rubber coated handles, safety guard, comes with filer",low vibration,Positive,केस कापताना हे कमी व्हायब्रेट होत असल्याने प्राण्यांचे घाबरणे कमी होते.
Education,Books,Audiobooks,Duet narration,Audiobooks,"voice, acting, modulation, pitch, sound quality, SYNCHRONIZATION, Synchronization(offline availibility)",Sound quality,Positive,"आवाजाचा उत्कृष्ट दर्जा. आपल्याला येथे निवेदनातील छोटासा आवाजसुद्धा ऐकू येतो, पार्श्वभूमीचे आवाजसुद्धा स्पष्ट ऐकू येत असल्यामुळे सुंदर परिणाम होतो."
Pets,Dogs,Supplies,Leashes,Kaals,"basic/double/training, padded, length,","comfortable, grippy, material, stretchable, reflective, good quality, length",Positive,"हँडल आरामदायी आणि चांगली पकड असलेले आहे. दोरीची क्वालिटी बर्‍यापैकी चांगली आहे, दोरी थोडी लवचिक असल्यामुळे अचानक हिसका बसणे टाळण्यास मदत होते, काही रिफ्लेटक्टिव भागदेखील आहेत. हूकदेखील लावायला बर्‍यापैकी सोपे आहे आणि चांगल्या दर्जाचे आहे. लिशची एकूण लांबी साधारण 5 फूट आहे."
Education,Books,Audiobooks,Full cast narration,Libro,"voice, acting, modulation, pitch, sound quality, cinematic feeling",Sound quality,Negative,माझे मौल्यवान क्रेडीट वाया गेले. मूलभूत आवश्यकता असलेला ‘आवाजाचा दर्जा’ अतिशय वाईट आहे.
Pets,Dogs,Supplies,Leashes,Kaals,"basic/double/training, padded, length,","strength, durability",Negative,लिश मजबूत आणि टिकाऊ नाही.
Home,Appliances,Home theater,Tower speakers,Sonodyne,"speaker connectivity, speaker feature, wattage, audio output mode, Woofer",Woofer,Negative,सोनोडाइनच्या टॉवर स्पीकरमध्ये इनबिल्ट वुफर आहे आणि म्हणूनच बाहेरून अतिरिक्त वुफर जोडायचा पर्याय यात नाही. आवाजाच्या प्रसरणामुळे आऊटडोअर पार्टीजसाठी बेस पुरेसे वाटत नाही.
Hobbies,Music,Instruments,Keyboards and Piano,Casio CT-X700 61-Note Keyboard,"dimensions, number of keys, tuning pins, bridge material, pedals, soundboard, sound qualiy",Sound quality,Negative,"की वाजवल्यावर सगळ्या कीजमधून एकाच प्रकारचा आवाज येत नाही, दोन्ही हातानी वाजवल्यावर कीज सुरात नाहीत असे वाटते. प्रगत वादकांसाठी अयोग्य."
Home,Appliances,Air-condition,Window AC,Videocon,"copper condenser, dust filter, capacity, coil material, evaporator",Copper condenser,Negative,पारंपरिक तांब्याचे कंडेन्सर्स ग्राहकांच्या खिशाला जास्त जड आहेत. असे दिसते की कंपनीने संशोधन आणि विकासावर जास्त पैसे खर्च केले पाहिजेत.
Baby Products,Baby,"Baby bath, skin and grooming",Powder,Mee Mee,"chemical free, organic ingredients, prevents rashes and infection","Mildness, Chemical free",Negative,खरेदी करू नका!!. हे रसायन विरहीत असल्याचे म्हटले आहे पण खडूसारखा फॉर्म्युला प्रत्येक वापरानंतर माझ्या रंध्रांमध्ये अडकून बसतो. अतिशय भयानक अनुभव.
Transportation,Air,Flights,International,Air India,"luggage allowance, affordable rates, luxury, food, travel insurance, safety, customer service",Luggage Customer service,Negative,"“नेहमी वेळेवर असतेच असे नाही, विशेषत: तुम्हाला कनेक्टिंग फ्लाईटने जायचे असेल तर लक्षात ठेवा.”"
Health/Wellness,Food,Eats/Beverages,Bakery,The French Loaf (Minto Park),"Tasty cakes, pastry, online booking and home delivery, signature foods, delicious, variety, service time, fresh, price","Online booking and home delivery, service, price",Negative,"एअर कंडीशनर्स व्यवस्थित सुरू नसल्यामुळे डेझर्ट्स आणि पेस्ट्रीज खराब होत असल्यामुळे अनेकवेळा निराशाजनक ठरतात. घरपोच डिलिव्हरीसाठी पॅकेजिंग (स्विगीद्वारे ऑर्डर केलेले) अतिशय गचाळ होते, पॅकेजिंगसाठी अतिरिक्त पैसे द्यावे लागूनसुद्धा ब्राऊनीच्यावर अॅपल पाय पॅक केला होता, तोसुद्धा एका फालतू कागदाच्या खोक्यात."
SPORTS/GAMES,Equipment,badminton,shuttlecock,SUPER SONA Vins Nylon Shuttlecock,"durable, feather/plastic skirt,user comfort at impact, control, foam tip/cork, price",cheaper,Positive,"रु. 500 मध्ये जितकी चांगली शटल्स मिळणे शक्य आहे, तितकी ती चांगली आहेत, इतर कोणत्याही शटलकॉकपेक्षा खूपच स्वस्त आहेत. त्यामुळे, बहुतांशी बॅडमिंटन नव्याने खेळणाऱ्या ग्राहकांना ते आकर्षित करते."
